order_id,merchant_id,customer_id,order_status,is_test,ordered_at,paid_at
O001689,M01671,C009664,shipped,true,2025-08-10T22:57:35,2025-08-11T00:03:35
O001690,M00768,C004816,shipped,,2024-11-11T18:13:20,2024-11-11T18:15:20
O001691,M04654,C008359,pending,true,2025-12-21T17:37:20,2025-12-21T19:13:20
O001692,M03815,C005273,shipped,,2025-01-20T13:58:32,2025-01-20T14:32:32
O001693,M01175,C009475,partially_shipped,,2025-11-28T16:19:37,2025-11-28T18:14:37
O001694,M01722,C011614,partially_shipped,,2026-02-16T17:25:56,2026-02-16T17:39:56
O001695,M01749,C001246,partially_shipped,,2025-01-07T22:36:31,2025-01-08T00:11:31
O001696,M02291,C007078,shipped,,2025-07-20T22:41:36,2025-07-20T23:32:36
O001697,M02725,C004847,shipped,,2025-05-02T16:18:01,2025-05-02T16:40:01
O001698,M01207,C009683,shipped,,2024-11-02T12:32:37,2024-11-02T14:30:37
O001699,M03543,C004412,shipped,,2025-10-05T12:59:50,2025-10-05T14:52:50
O001700,M00309,C004269,shipped,,2025-09-15T15:15:11,2025-09-15T17:11:11
O001701,M04159,C006499,shipped,,2025-09-01T12:41:39,2025-09-01T13:09:39
O001702,M02657,C018996,shipped,,2025-12-23T12:25:21,2025-12-23T13:12:21
O001703,M02537,C008459,shipped,,2025-09-24T13:16:18,2025-09-24T13:21:18
O001704,M03879,C008174,shipped,,2024-12-29T18:08:45,2024-12-29T18:52:45
O001705,M02551,C009769,shipped,true,2024-12-21T16:41:16,2024-12-21T18:31:16
O001706,M04615,C014693,shipped,,2025-06-28T07:59:42,2025-06-28T09:21:42
O001707,M03406,C019752,cancelled,,2025-12-27T10:58:38,
O001708,M04761,C013349,shipped,,2026-02-14T16:28:02,2026-02-14T17:35:02
O001709,M02757,C008405,shipped,,2025-09-02T17:44:00,2025-09-02T17:53:00
O001710,M04836,C007236,shipped,,2025-09-15T21:03:00,2025-09-15T22:34:00
O001711,M02550,C000772,shipped,,2025-08-08T08:21:54,2025-08-08T10:12:54
O001712,M04160,C002172,shipped,,2025-06-05T02:55:50,2025-06-05T04:42:50
O001713,M00062,C001746,shipped,,2024-12-15T08:22:35,2024-12-15T08:38:35
O001714,M01408,C014401,shipped,,2026-01-17T20:30:05,2026-01-17T21:37:05
O001715,M02226,C001537,shipped,,2026-03-28T06:43:37,2026-03-28T07:40:37
O001716,M02872,C008535,cancelled,,2025-02-01T14:53:19,
O001717,M03307,C005504,shipped,,2024-11-04T13:27:33,2024-11-04T14:06:33
O001718,M03610,C001938,shipped,,2026-01-30T17:40:50,2026-01-30T18:51:50
O001719,M00554,C019022,shipped,,2024-11-18T13:48:31,2024-11-18T14:04:31
O001720,M03765,C009454,shipped,,2025-09-27T07:14:34,2025-09-27T08:32:34
O001721,M04190,C006720,shipped,,2025-12-17T10:42:12,2025-12-17T11:38:12
O001722,M00526,C010079,shipped,true,2024-11-16T21:47:20,2024-11-16T22:09:20
O001723,M02622,C003259,shipped,,2025-01-09T20:32:03,2025-01-09T21:38:03
O001724,M03404,C004214,shipped,,2025-04-23T18:01:46,2025-04-23T19:54:46
O001725,M00010,C003027,shipped,,2025-11-26T11:22:31,2025-11-26T11:39:31
O001726,M04330,C015854,shipped,,2025-05-27T00:07:59,2025-05-27T01:31:59
O001727,M04730,C004887,shipped,,2025-11-04T13:48:12,2025-11-04T15:11:12
O001728,M03697,C018463,cancelled,,2024-12-22T00:12:54,
O001729,M00273,C016226,pending,,2026-03-01T22:30:20,2026-03-01T23:00:20
O001730,M01879,C006512,shipped,,2025-09-09T22:45:02,2025-09-10T00:30:02
O001731,M00506,C018221,shipped,,2026-03-31T22:48:55,2026-03-31T23:33:55
O001732,M01364,C019595,shipped,,2024-11-08T16:49:17,2024-11-08T18:04:17
O001733,M04318,C015574,shipped,,2025-07-15T16:36:23,2025-07-15T16:52:23
O001734,M04833,C018491,pending,,2024-12-11T18:57:08,2024-12-11T19:00:08
O001735,M00880,C011222,shipped,,2025-07-03T07:29:56,2025-07-03T08:54:56
O001736,M01613,C002122,shipped,,2025-09-17T17:36:17,2025-09-17T18:37:17
O001737,M04082,C006431,shipped,,2025-10-09T05:29:20,2025-10-09T07:05:20
O001738,M01497,C014628,shipped,,2024-11-18T13:59:50,2024-11-18T15:55:50
O001739,M03446,C018459,shipped,,2024-11-22T19:50:40,2024-11-22T21:10:40
O001740,M02026,C009166,shipped,true,2024-11-06T07:37:59,2024-11-06T07:38:59
O001741,M01351,C013387,shipped,,2026-02-03T17:03:48,2026-02-03T17:18:48
O001742,M04557,C015850,shipped,,2025-12-10T18:56:33,2025-12-10T20:30:33
O001743,M01505,C017350,partially_shipped,,2025-07-19T18:13:27,2025-07-19T19:08:27
O001744,M01290,C004191,shipped,,2025-10-21T05:07:25,2025-10-21T06:55:25
O001745,M02300,C009387,shipped,,2024-11-29T21:37:43,2024-11-29T23:36:43
O001746,M01013,C019852,shipped,,2025-07-18T19:18:16,2025-07-18T20:25:16
O001747,M00838,C004684,partially_shipped,,2025-09-06T07:28:20,2025-09-06T08:10:20
O001748,M04548,C006043,shipped,,2025-04-02T22:54:55,2025-04-03T00:53:55
O001749,M01923,C015768,partially_shipped,,2026-01-28T04:29:14,2026-01-28T06:22:14
O001750,M01971,C006522,shipped,true,2025-03-09T00:16:49,2025-03-09T01:23:49
O001751,M04800,C007548,shipped,,2025-03-08T03:33:29,2025-03-08T03:55:29
O001752,M01047,C002289,shipped,,2025-03-31T10:56:42,2025-03-31T11:09:42
O001753,M03508,C006169,shipped,,2024-12-14T01:34:30,2024-12-14T02:07:30
O001754,M03957,C019707,partially_shipped,,2025-11-08T19:54:46,2025-11-08T21:44:46
O001755,M00518,C010264,shipped,,2026-02-17T02:02:39,2026-02-17T03:25:39
O001756,M00342,C001899,shipped,,2025-11-21T19:59:53,2025-11-21T20:04:53
O001757,M02798,C004651,shipped,,2025-01-14T05:17:28,2025-01-14T05:35:28
O001758,M01892,C018560,pending,,2025-08-18T14:05:40,2025-08-18T14:16:40
O001759,M03509,C013823,shipped,,2025-07-25T15:53:04,2025-07-25T16:02:04
O001760,M01579,C014676,shipped,,2025-01-02T02:14:27,2025-01-02T04:10:27
O001761,M02651,C019478,shipped,,2025-07-18T03:12:18,2025-07-18T04:08:18
O001762,M00831,C014393,shipped,,2026-04-07T12:20:13,2026-04-07T13:35:13
O001763,M04189,C013607,shipped,,2025-09-18T18:37:42,2025-09-18T19:03:42
O001764,M03903,C003257,shipped,,2025-03-05T10:27:40,2025-03-05T12:09:40
O001765,M00749,C014631,pending,,2025-10-19T11:12:40,2025-10-19T12:29:40
O001766,M03162,C000959,shipped,,2025-08-09T07:45:07,2025-08-09T09:03:07
O001767,M04062,C000230,shipped,,2025-01-10T01:08:54,2025-01-10T02:51:54
O001768,M03008,C003971,shipped,,2025-02-26T09:34:33,2025-02-26T09:49:33
O001769,M04399,C002621,shipped,,2025-01-13T13:52:23,2025-01-13T15:23:23
O001770,M03281,C018990,shipped,,2025-07-29T07:50:37,2025-07-29T09:16:37
O001771,M01753,C012800,shipped,,2025-05-02T02:03:31,2025-05-02T02:40:31
O001772,M02510,C002249,shipped,,2025-11-16T20:39:16,2025-11-16T20:41:16
O001773,M02291,C005227,shipped,,2025-04-01T01:38:52,2025-04-01T03:29:52
O001774,M01691,C019296,shipped,,2025-10-28T18:15:34,2025-10-28T19:20:34
O001775,M04443,C014931,shipped,,2025-12-03T00:27:18,2025-12-03T01:27:18
O001776,M03126,C017470,shipped,,2025-11-02T13:59:37,2025-11-02T15:54:37
O001777,M01565,C016719,shipped,,2025-03-10T02:49:04,2025-03-10T03:10:04
O001778,M01323,C008657,shipped,,2025-07-22T05:22:51,2025-07-22T06:32:51
O001779,M04966,C005005,shipped,,2025-02-26T00:25:56,2025-02-26T00:33:56
O001780,M01579,C007172,shipped,,2025-11-26T21:36:51,2025-11-26T22:12:51
O001781,M02519,C010308,shipped,,2025-03-11T01:11:25,2025-03-11T02:29:25
O001782,M04295,C006699,shipped,,2025-09-11T10:50:40,2025-09-11T11:05:40
O001783,M04378,C005038,partially_shipped,,2025-09-20T12:32:49,2025-09-20T13:44:49
O001784,M03359,C007829,shipped,,2025-03-26T11:15:18,2025-03-26T12:12:18
O001785,M01089,C018824,shipped,,2026-03-25T00:10:08,2026-03-25T00:52:08
O001786,M02744,C012452,shipped,,2025-11-02T23:12:26,2025-11-03T00:44:26
O001787,M03510,C010932,partially_shipped,,2026-03-08T21:47:50,2026-03-08T22:21:50
O001788,M02147,C005236,shipped,,2026-02-04T04:42:54,2026-02-04T06:16:54
O001789,M02325,C017397,cancelled,,2025-02-07T20:25:30,
O001790,M03697,C000896,shipped,true,2025-08-18T13:03:21,2025-08-18T14:58:21
O001791,M04506,C008836,pending,,2025-01-29T21:46:43,2025-01-29T21:47:43
O001792,M04383,C009467,shipped,,2025-03-09T03:44:52,2025-03-09T04:49:52
O001793,M03386,C011404,shipped,,2025-06-12T13:37:12,2025-06-12T14:41:12
O001794,M03482,C009181,shipped,,2025-09-12T19:34:13,2025-09-12T21:09:13
O001795,M03427,C006477,shipped,,2025-11-10T16:04:49,2025-11-10T17:23:49
O001796,M02304,C014399,shipped,,2025-08-27T12:24:52,2025-08-27T14:17:52
O001797,M01861,C019364,shipped,,2024-11-10T21:33:00,2024-11-10T22:22:00
O001798,M04508,C018679,shipped,,2024-12-10T05:23:12,2024-12-10T06:54:12
O001799,M02598,C009985,shipped,,2024-12-27T13:17:52,2024-12-27T15:11:52
O001800,M00248,C017434,shipped,,2025-08-05T20:35:14,2025-08-05T21:52:14
O001801,M03562,C006217,shipped,,2025-12-14T21:43:19,2025-12-14T23:18:19
O001802,M00526,C004754,shipped,,2025-03-13T02:26:47,2025-03-13T02:37:47
O001803,M00821,C019260,shipped,,2025-08-23T12:27:14,2025-08-23T14:26:14
O001804,M00280,C003040,shipped,,2025-01-17T20:33:50,2025-01-17T21:18:50
O001805,M04233,C009287,shipped,,2025-06-09T09:13:57,2025-06-09T09:55:57
O001806,M01461,C001933,shipped,,2026-03-03T11:05:42,2026-03-03T11:13:42
O001807,M01301,C018479,shipped,,2025-02-16T05:46:17,2025-02-16T06:14:17
O001808,M00877,C009689,shipped,,2025-08-13T00:35:26,2025-08-13T01:23:26
O001809,M03904,C005208,shipped,,2024-11-06T10:38:31,2024-11-06T10:48:31
O001810,M01313,C004234,shipped,,2025-08-25T13:10:37,2025-08-25T13:14:37
O001811,M04789,C017985,cancelled,,2025-02-19T10:46:27,
O001812,M02873,C002675,shipped,,2025-01-10T22:59:08,2025-01-11T00:28:08
O001813,M03330,C003988,shipped,,2025-03-31T10:12:48,2025-03-31T10:28:48
O001814,M04457,C009194,shipped,,2025-02-01T22:51:53,2025-02-02T00:41:53
O001815,M03710,C004775,shipped,,2025-03-17T19:24:17,2025-03-17T20:09:17
O001816,M01690,C001946,shipped,,2025-09-28T00:20:17,2025-09-28T00:56:17
O001817,M04478,C018925,shipped,,2026-03-30T16:13:53,2026-03-30T17:58:53
O001818,M00134,C016340,shipped,,2026-01-18T04:17:29,2026-01-18T06:12:29
O001819,M03069,C000494,shipped,,2024-12-29T19:43:16,2024-12-29T20:52:16
O001820,M00112,C004008,shipped,,2025-10-09T16:24:34,2025-10-09T17:42:34
O001821,M03327,C012135,shipped,,2025-08-06T10:28:22,2025-08-06T11:12:22
O001822,M02564,C019008,cancelled,,2025-06-29T19:13:28,
O001823,M02875,C013478,shipped,,2025-11-17T02:46:30,2025-11-17T03:30:30
O001824,M02929,C013332,shipped,,2025-06-13T23:01:09,2025-06-14T00:20:09
O001825,M00652,C001832,partially_shipped,,2025-04-05T06:02:02,2025-04-05T06:59:02
O001826,M03277,C008103,shipped,,2025-06-24T15:47:37,2025-06-24T16:47:37
O001827,M00328,C001509,shipped,,2025-01-25T21:40:18,2025-01-25T22:22:18
O001828,M01272,C018907,shipped,,2025-01-04T08:15:33,2025-01-04T10:09:33
O001829,M03556,C005616,partially_shipped,,2025-01-12T12:34:09,2025-01-12T12:36:09
O001830,M04602,C000009,cancelled,,2025-06-24T18:48:19,
O001831,M04405,C006684,cancelled,,2025-08-09T00:00:22,
O001832,M04195,C012176,shipped,,2026-02-28T23:46:39,2026-03-01T00:16:39
O001833,M03003,C010024,shipped,,2025-01-27T12:04:05,2025-01-27T13:45:05
O001834,M02676,C004937,shipped,,2026-01-23T04:43:21,2026-01-23T05:27:21
O001835,M03376,C001861,shipped,,2026-03-10T03:08:11,2026-03-10T04:34:11
O001836,M01683,C005446,shipped,,2025-07-05T02:22:12,2025-07-05T03:03:12
O001837,M03583,C007413,shipped,,2025-10-28T05:07:17,2025-10-28T05:41:17
O001838,M03015,C003648,shipped,,2025-03-15T20:41:14,2025-03-15T22:39:14
O001839,M02412,C010121,shipped,,2025-03-04T17:02:43,2025-03-04T18:38:43
O001840,M00946,C014503,shipped,,2025-02-25T07:21:00,2025-02-25T07:59:00
O001841,M03629,C010587,shipped,,2026-01-03T20:15:45,2026-01-03T20:21:45
O001842,M03715,C007053,shipped,,2025-05-30T20:56:49,2025-05-30T21:52:49
O001843,M01136,C017512,shipped,,2026-01-28T10:34:07,2026-01-28T11:26:07
O001844,M04782,C001544,shipped,,2025-09-15T00:00:45,2025-09-15T01:58:45
O001845,M00873,C019317,shipped,,2025-04-02T05:59:42,2025-04-02T07:44:42
O001846,M00661,C018621,shipped,,2025-05-04T18:42:33,2025-05-04T19:40:33
O001847,M02323,C017216,shipped,,2025-03-08T00:39:39,2025-03-08T02:16:39
O001848,M01579,C005728,shipped,,2025-08-27T08:29:55,2025-08-27T09:53:55
O001849,M01582,C002425,shipped,,2026-01-16T11:36:54,2026-01-16T12:24:54
O001850,M01247,C010753,shipped,,2025-12-25T00:40:59,2025-12-25T01:20:59
O001851,M02552,C014007,shipped,,2026-02-04T15:12:35,2026-02-04T16:47:35
O001852,M03629,C005707,shipped,,2025-04-23T11:58:05,2025-04-23T13:15:05
O001853,M03803,C019086,shipped,,2025-09-02T06:02:28,2025-09-02T07:54:28
O001854,M01393,C010201,shipped,,2025-04-06T20:30:08,2025-04-06T22:02:08
O001855,M00373,C016036,shipped,,2025-08-22T09:27:11,2025-08-22T09:44:11
O001856,M01321,C015609,shipped,,2025-01-06T11:36:31,2025-01-06T12:10:31
O001857,M04204,C012635,shipped,,2025-09-07T09:02:07,2025-09-07T10:29:07
O001858,M02928,C001853,shipped,,2025-05-19T09:55:11,2025-05-19T10:52:11
O001859,M02890,C010350,pending,,2025-11-11T18:34:45,2025-11-11T19:40:45
O001860,M04589,C009384,shipped,,2024-12-29T20:52:00,2024-12-29T21:49:00
O001861,M02635,C001821,shipped,,2025-05-29T12:36:56,2025-05-29T14:17:56
O001862,M00473,C008316,shipped,,2025-01-29T08:26:18,2025-01-29T08:28:18
O001863,M04145,C019305,shipped,,2026-01-05T18:09:05,2026-01-05T19:36:05
O001864,M02694,C016693,shipped,,2026-02-23T06:48:17,2026-02-23T07:00:17
O001865,M03969,C006480,cancelled,,2025-04-05T00:51:57,
O001866,M04286,C004262,shipped,,2025-02-03T02:32:30,2025-02-03T03:36:30
O001867,M03901,C016433,shipped,true,2025-07-30T07:48:39,2025-07-30T08:47:39
O001868,M01017,C017557,shipped,,2025-07-10T20:59:37,2025-07-10T22:10:37
O001869,M03037,C011567,partially_shipped,,2025-01-27T01:48:56,2025-01-27T01:53:56
O001870,M02956,C002566,shipped,,2025-02-20T16:29:53,2025-02-20T17:45:53
O001871,M04483,C008384,cancelled,,2025-12-26T22:36:21,
O001872,M03572,C006319,shipped,,2025-03-24T09:17:15,2025-03-24T10:50:15
O001873,M01107,C008913,pending,,2025-02-20T23:03:41,2025-02-20T23:22:41
O001874,M03462,C014142,partially_shipped,,2025-12-18T11:03:57,2025-12-18T11:51:57
O001875,M03394,C012283,shipped,,2025-07-18T12:28:15,2025-07-18T13:29:15
O001876,M00656,C018031,shipped,,2024-11-01T11:12:53,2024-11-01T12:22:53
O001877,M03088,C015154,shipped,,2025-03-22T01:29:51,2025-03-22T02:22:51
O001878,M03454,C014328,shipped,,2025-05-20T21:00:17,2025-05-20T21:11:17
O001879,M03676,C010900,shipped,,2024-11-17T03:08:02,2024-11-17T03:15:02
O001880,M04763,C008575,shipped,,2024-11-28T00:19:50,2024-11-28T01:58:50
O001881,M02228,C014966,shipped,,2025-02-28T07:34:54,2025-02-28T08:46:54
O001882,M03488,C007439,shipped,,2025-06-20T20:50:38,2025-06-20T22:26:38
O001883,M04021,C016421,shipped,,2026-02-05T10:56:25,2026-02-05T12:46:25
O001884,M00853,C012911,shipped,,2025-01-15T23:07:59,2025-01-16T01:01:59
O001885,M04865,C016435,cancelled,,2025-01-06T08:30:00,
O001886,M01967,C005567,shipped,,2026-03-10T15:25:20,2026-03-10T16:19:20
O001887,M04201,C008388,shipped,,2025-07-20T17:00:33,2025-07-20T17:32:33
O001888,M04796,C011761,shipped,,2025-07-21T19:50:05,2025-07-21T20:11:05
O001889,M04844,C003082,shipped,,2026-02-14T12:00:48,2026-02-14T12:32:48
O001890,M04145,C004230,shipped,,2025-11-30T13:39:41,2025-11-30T14:47:41
O001891,M04527,C019173,shipped,,2024-12-13T08:53:25,2024-12-13T10:48:25
O001892,M02793,C001438,shipped,,2025-12-17T10:15:06,2025-12-17T11:29:06
O001893,M04242,C015551,shipped,,2025-07-02T11:29:17,2025-07-02T12:46:17
O001894,M02106,C015894,shipped,,2025-12-17T03:10:31,2025-12-17T04:17:31
O001895,M01390,C003662,shipped,,2025-10-15T02:13:23,2025-10-15T02:17:23
O001896,M03678,C000755,partially_shipped,,2025-08-05T15:20:53,2025-08-05T16:29:53
O001897,M03882,C004834,pending,,2026-03-01T17:54:32,2026-03-01T19:33:32
O001898,M00074,C015352,shipped,,2025-07-27T21:50:44,2025-07-27T23:06:44
O001899,M01052,C004000,shipped,,2025-12-30T07:13:44,2025-12-30T09:00:44
O001900,M00314,C011400,pending,,2025-12-09T15:30:08,2025-12-09T15:48:08
O001901,M00054,C019080,shipped,,2025-09-19T02:05:07,2025-09-19T04:02:07
O001902,M02805,C006564,shipped,,2024-12-25T19:18:36,2024-12-25T19:24:36
O001903,M02464,C003407,shipped,,2025-06-19T15:26:54,2025-06-19T16:40:54
O001904,M01052,C003773,shipped,,2025-12-18T16:02:48,2025-12-18T17:30:48
O001905,M00773,C012240,shipped,,2025-01-08T00:11:45,2025-01-08T00:41:45
O001906,M00031,C005549,shipped,,2026-02-02T14:32:51,2026-02-02T16:27:51
O001907,M04083,C006603,shipped,,2025-05-19T11:25:42,2025-05-19T12:36:42
O001908,M04219,C000962,shipped,,2024-11-19T05:04:43,2024-11-19T07:00:43
O001909,M01018,C013531,shipped,,2025-03-10T12:32:18,2025-03-10T13:19:18
O001910,M02479,C001095,shipped,,2025-03-11T14:50:21,2025-03-11T16:09:21
O001911,M04938,C012115,shipped,,2026-01-15T19:42:41,2026-01-15T20:12:41
O001912,M03003,C012099,shipped,,2025-05-27T02:58:36,2025-05-27T03:40:36
O001913,M02844,C017826,shipped,,2025-10-05T10:57:20,2025-10-05T11:06:20
O001914,M02858,C014422,shipped,,2026-03-22T03:55:17,2026-03-22T04:34:17
O001915,M03565,C003855,shipped,,2025-03-08T18:06:33,2025-03-08T18:38:33
O001916,M01896,C000930,shipped,,2025-03-12T03:18:05,2025-03-12T05:11:05
O001917,M02228,C000739,shipped,,2025-04-13T00:44:44,2025-04-13T01:52:44
O001918,M04957,C013894,cancelled,,2025-07-29T12:13:41,
O001919,M01732,C000227,shipped,,2025-08-17T10:03:49,2025-08-17T11:44:49
O001920,M03599,C003837,partially_shipped,false,2025-07-22T00:39:08,2025-07-22T01:39:08
O001921,M04576,C005422,partially_shipped,,2025-08-21T08:29:25,2025-08-21T08:59:25
O001922,M03101,C002749,shipped,,2025-06-29T13:55:44,2025-06-29T14:18:44
O001923,M04970,C016486,shipped,,2025-05-13T11:04:46,2025-05-13T11:59:46
O001924,M02474,C015403,shipped,,2025-11-12T20:31:02,2025-11-12T22:01:02
O001925,M02863,C001316,shipped,,2024-12-19T23:59:12,2024-12-20T00:04:12
O001926,M03844,C010939,shipped,true,2025-09-24T17:35:20,2025-09-24T19:19:20
O001927,M03993,C011769,shipped,,2026-03-30T11:28:56,2026-03-30T12:42:56
O001928,M01720,C017319,shipped,,2025-12-18T13:44:31,2025-12-18T13:49:31
O001929,M04721,C003861,shipped,,2025-03-23T19:10:56,2025-03-23T19:24:56
O001930,M02820,C002987,shipped,,2025-03-11T11:26:18,2025-03-11T13:06:18
O001931,M01198,C010650,shipped,,2025-05-09T18:46:54,2025-05-09T19:28:54
O001932,M03083,C019841,shipped,,2025-03-22T17:09:21,2025-03-22T18:49:21
O001933,M00984,C011537,shipped,,2025-12-17T11:43:19,2025-12-17T13:26:19
O001934,M01121,C008842,shipped,,2025-05-05T20:43:05,2025-05-05T21:14:05
O001935,M02976,C015415,shipped,,2025-02-23T23:44:54,2025-02-24T00:00:54
O001936,M01183,C015494,shipped,,2025-02-20T11:41:56,2025-02-20T13:17:56
O001937,M04869,C017224,shipped,,2025-03-15T21:41:15,2025-03-15T22:15:15
O001938,M04383,C016411,cancelled,,2025-01-01T05:33:30,
O001939,M01112,C016849,shipped,,2025-03-31T03:58:09,2025-03-31T04:34:09
O001940,M00744,C015835,shipped,,2025-12-22T06:37:35,2025-12-22T06:38:35
O001941,M02227,C013742,shipped,,2026-02-09T02:13:14,2026-02-09T02:34:14
O001942,M02656,C008982,shipped,,2025-02-09T07:56:27,2025-02-09T08:36:27
O001943,M00136,C004264,shipped,,2026-02-23T21:51:48,2026-02-23T22:45:48
O001944,M01391,C009916,shipped,,2026-02-27T05:48:56,2026-02-27T07:42:56
O001945,M02504,C016140,shipped,,2025-06-21T08:32:29,2025-06-21T09:20:29
O001946,M04992,C000450,shipped,,2025-04-25T03:44:55,2025-04-25T05:28:55
O001947,M01798,C002167,shipped,,2026-04-13T12:11:09,2026-04-13T12:23:09
O001948,M03129,C010050,shipped,,2025-12-22T23:20:13,2025-12-22T23:22:13
O001949,M00589,C019730,pending,,2025-07-26T00:33:14,2025-07-26T01:16:14
O001950,M02936,C018742,shipped,,2025-06-30T08:23:06,2025-06-30T10:01:06
O001951,M02190,C012101,shipped,,2025-03-25T09:06:59,2025-03-25T10:54:59
O001952,M01127,C001973,shipped,,2025-08-01T06:06:14,2025-08-01T06:50:14
O001953,M03927,C005609,shipped,,2026-01-14T15:38:02,2026-01-14T17:28:02
O001954,M00687,C000134,shipped,,2026-01-20T03:09:36,2026-01-20T03:54:36
O001955,M01432,C017784,shipped,,2025-10-25T01:13:45,2025-10-25T03:10:45
O001956,M01770,C011454,shipped,,2025-03-17T02:59:27,2025-03-17T03:51:27
O001957,M03792,C009744,shipped,,2025-11-11T16:29:55,2025-11-11T16:48:55
O001958,M00217,C002937,partially_shipped,,2025-04-07T23:49:51,2025-04-08T00:22:51
O001959,M01197,C009499,pending,,2026-04-04T04:30:56,2026-04-04T04:50:56
O001960,M02186,C005054,pending,,2024-12-25T04:05:35,2024-12-25T04:55:35
O001961,M02525,C018824,partially_shipped,,2025-03-23T22:48:29,2025-03-24T00:09:29
O001962,M01832,C009683,shipped,,2025-09-14T09:14:27,2025-09-14T09:50:27
O001963,M04405,C007819,pending,,2025-11-17T01:11:22,2025-11-17T02:31:22
O001964,M00284,C003726,shipped,,2025-02-02T00:45:06,2025-02-02T00:53:06
O001965,M04170,C010479,shipped,,2025-03-01T20:52:05,2025-03-01T20:55:05
O001966,M02968,C017089,pending,,2026-02-03T02:04:42,2026-02-03T02:10:42
O001967,M02217,C017693,shipped,,2026-01-15T03:43:21,2026-01-15T05:26:21
O001968,M00996,C015592,shipped,,2025-02-23T01:38:40,2025-02-23T02:17:40
O001969,M03828,C008173,shipped,,2025-04-28T00:45:06,2025-04-28T01:33:06
O001970,M03863,C007933,shipped,,2025-01-19T21:25:46,2025-01-19T22:51:46
O001971,M02051,C014119,shipped,,2025-03-19T03:37:15,2025-03-19T04:21:15
O001972,M01387,C000698,shipped,,2025-10-25T16:13:29,2025-10-25T17:24:29
O001973,M01375,C000471,shipped,,2025-03-06T14:45:53,2025-03-06T15:22:53
O001974,M03292,C014061,shipped,,2025-11-13T02:16:01,2025-11-13T03:05:01
O001975,M04148,C017437,cancelled,,2025-05-01T05:36:18,
O001976,M02120,C008899,shipped,,2024-11-25T18:40:10,2024-11-25T19:36:10
O001977,M04212,C013285,shipped,,2025-08-16T00:04:44,2025-08-16T01:01:44
O001978,M02815,C014564,partially_shipped,,2025-07-03T23:19:32,2025-07-04T00:24:32
O001979,M02611,C014821,shipped,,2025-12-11T04:00:41,2025-12-11T04:15:41
O001980,M00610,C008014,shipped,,2025-06-12T09:36:11,2025-06-12T10:34:11
O001981,M03942,C012043,shipped,,2025-06-15T09:40:04,2025-06-15T11:38:04
O001982,M03391,C002614,shipped,,2025-03-16T12:07:57,2025-03-16T12:09:57
O001983,M01519,C011648,shipped,,2025-09-01T03:23:54,2025-09-01T03:34:54
O001984,M00481,C013072,shipped,,2025-01-31T09:38:50,2025-01-31T10:00:50
O001985,M03518,C010819,shipped,,2025-12-03T14:55:46,2025-12-03T15:12:46
O001986,M03585,C001882,shipped,,2026-02-06T23:46:52,2026-02-07T00:49:52
O001987,M04110,C013919,shipped,,2026-04-10T02:10:03,2026-04-10T03:29:03
O001988,M00937,C010742,shipped,true,2025-10-01T16:04:53,2025-10-01T16:14:53
O001989,M02612,C008907,shipped,,2025-08-18T17:42:58,2025-08-18T18:41:58
O001990,M03884,C007809,cancelled,,2025-06-01T23:34:40,
O001991,M03559,C009817,shipped,,2025-02-09T10:28:13,2025-02-09T11:58:13
O001992,M02881,C016993,shipped,,2026-03-24T23:43:42,2026-03-25T01:19:42
O001993,M00510,C010688,shipped,,2025-10-26T23:30:16,2025-10-27T00:14:16
O001994,M02086,C019374,shipped,,2025-10-07T10:27:18,2025-10-07T11:47:18
O001995,M02679,C007681,shipped,,2025-09-22T23:13:43,2025-09-23T01:10:43
O001996,M02971,C009165,cancelled,,2026-01-05T17:05:47,
O001997,M00790,C006282,shipped,,2024-12-31T23:02:40,2025-01-01T00:40:40
O001998,M01742,C015839,shipped,,2025-08-01T19:19:13,2025-08-01T20:34:13
O001999,M04244,C009431,shipped,,2025-08-21T10:31:58,2025-08-21T11:35:58
O002000,M02696,C006264,shipped,,2025-09-05T03:26:12,2025-09-05T04:49:12
O002001,M03282,C001100,shipped,,2025-03-10T11:43:04,2025-03-10T13:40:04
O002002,M00293,C003017,shipped,,2024-11-20T12:19:26,2024-11-20T14:01:26
O002003,M03222,C011229,shipped,,2025-02-01T14:07:10,2025-02-01T14:59:10
O002004,M03048,C018888,shipped,,2024-12-14T15:55:53,2024-12-14T16:50:53
O002005,M03501,C017815,shipped,,2025-11-20T20:15:05,2025-11-20T21:39:05
O002006,M03330,C003011,partially_shipped,,2025-11-20T10:32:12,2025-11-20T10:50:12
O002007,M03749,C013573,shipped,,2025-07-02T03:43:58,2025-07-02T05:17:58
O002008,M02902,C019498,shipped,true,2026-02-15T07:28:07,2026-02-15T07:39:07
O002009,M00118,C006404,shipped,,2024-11-18T23:39:16,2024-11-19T00:24:16
O002010,M02000,C015357,shipped,,2025-09-04T01:22:41,2025-09-04T02:10:41
O002011,M02260,C008295,shipped,,2025-09-07T02:13:28,2025-09-07T02:57:28
O002012,M03443,C014647,shipped,,2025-02-02T01:02:08,2025-02-02T02:36:08
O002013,M01467,C003724,shipped,,2025-10-09T08:14:38,2025-10-09T08:29:38
O002014,M02423,C015994,pending,,2025-04-17T01:34:30,2025-04-17T03:33:30
O002015,M03915,C018852,shipped,true,2025-10-10T05:08:46,2025-10-10T06:52:46
