shipment_id,order_id,shipped_at
S0001327,O001250,2025-01-13T08:15:24
S0001328,O001251,2026-04-27T13:16:56
S0001329,O001252,2025-04-27T08:03:09
S0001330,O001252,2025-06-07T08:03:09
S0001331,O001253,2025-06-27T17:33:02
S0001332,O001253,2025-07-31T17:33:02
S0001333,O001254,2025-08-29T20:01:36
S0001334,O001254,2025-09-19T20:01:36
S0001335,O001254,2025-09-19T20:01:36
S0001336,O001256,2025-05-03T18:26:20
S0001337,O001256,2025-06-14T18:26:20
S0001338,O001257,2025-08-14T04:33:53
S0001339,O001259,2025-04-29T07:00:02
S0001340,O001260,2026-01-20T01:00:20
S0001341,O001260,2026-03-08T01:00:20
S0001342,O001260,2026-03-17T01:00:20
S0001343,O001261,2025-03-20T17:22:22
S0001344,O001262,2025-04-04T02:07:07
S0001345,O001263,2024-12-13T05:10:17
S0001346,O001264,2025-01-19T12:05:38
S0001347,O001265,2025-11-05T10:28:05
S0001348,O001267,2025-05-13T02:32:38
S0001349,O001268,2024-12-16T20:37:49
S0001350,O001268,2025-01-02T20:37:49
S0001351,O001269,2024-11-02T02:09:20
S0001352,O001269,2024-11-30T02:09:20
S0001353,O001270,2026-03-08T16:39:52
S0001354,O001271,2025-04-18T21:11:01
S0001355,O001272,2026-03-14T19:40:21
S0001356,O001273,2025-01-16T11:56:41
S0001357,O001274,2025-01-21T21:08:05
S0001358,O001275,2025-09-17T17:05:24
S0001359,O001275,2025-11-05T17:05:24
S0001360,O001275,2025-11-10T17:05:24
S0001361,O001276,2025-03-29T21:54:12
S0001362,O001276,2025-04-13T21:54:12
S0001363,O001277,2025-05-03T19:02:20
S0001364,O001278,2025-07-30T06:02:23
S0001365,O001278,2025-08-17T06:02:23
S0001366,O001278,2025-08-19T06:02:23
S0001367,O001279,2025-02-02T04:27:16
S0001368,O001280,2025-04-17T22:17:01
S0001369,O001281,2025-01-03T01:30:33
S0001370,O001282,2025-03-07T19:31:07
S0001371,O001283,2025-11-22T22:32:26
S0001372,O001284,2025-06-28T13:14:29
S0001373,O001285,2026-01-31T20:33:01
S0001374,O001286,2025-12-20T17:03:50
S0001375,O001287,2026-04-15T14:01:52
S0001376,O001287,2026-05-01T00:00:00
S0001377,O001288,2024-12-13T12:25:14
S0001378,O001288,2025-01-25T12:25:14
S0001379,O001289,2025-09-02T04:58:44
S0001380,O001290,2026-01-24T17:28:41
S0001381,O001291,2025-03-06T12:06:50
S0001382,O001291,2025-04-02T12:06:50
S0001383,O001291,2025-04-04T12:06:50
S0001384,O001292,2025-04-09T20:10:22
S0001385,O001293,2025-09-26T18:20:22
S0001386,O001294,2025-03-25T02:56:32
S0001387,O001295,2025-08-26T08:30:05
S0001388,O001296,2025-02-09T06:34:19
S0001389,O001297,2024-12-27T01:13:50
S0001390,O001298,2025-12-28T11:10:54
S0001391,O001299,2025-04-05T21:45:46
S0001392,O001299,2025-05-19T21:45:46
S0001393,O001300,2026-01-11T02:15:05
S0001394,O001300,2026-03-06T02:15:05
S0001395,O001300,2026-03-10T02:15:05
S0001396,O001301,2025-09-05T07:50:27
S0001397,O001303,2025-12-30T08:55:25
S0001398,O001304,2025-01-20T06:57:24
S0001399,O001304,2025-03-19T06:57:24
S0001400,O001304,2025-03-17T06:57:24
S0001401,O001305,2025-12-29T05:00:02
S0001402,O001307,2025-08-25T13:35:45
S0001403,O001308,2026-02-14T05:49:00
S0001404,O001309,2026-01-22T16:39:03
S0001405,O001311,2025-08-19T18:41:48
S0001406,O001311,2025-10-10T18:41:48
S0001407,O001312,2025-08-11T08:55:05
S0001408,O001313,2025-01-15T16:31:53
S0001409,O001313,2025-02-15T16:31:53
S0001410,O001314,2026-04-06T19:14:43
S0001411,O001315,2025-03-14T05:04:40
S0001412,O001316,2025-01-03T03:58:35
S0001413,O001317,2025-04-25T00:08:22
S0001414,O001317,2025-06-12T00:08:22
S0001415,O001319,2025-06-23T09:21:58
S0001416,O001320,2025-09-09T11:58:52
S0001417,O001321,2026-02-22T08:22:27
S0001418,O001322,2024-12-17T10:04:11
S0001419,O001323,2025-09-03T13:29:49
S0001420,O001324,2026-03-04T13:21:18
S0001421,O001324,2026-03-21T13:21:18
S0001422,O001325,2025-11-24T15:43:46
S0001423,O001326,2026-01-18T04:47:20
S0001424,O001327,2026-03-16T04:05:19
S0001425,O001327,2026-05-01T00:00:00
S0001426,O001328,2024-12-31T06:34:35
S0001427,O001329,2025-03-05T11:44:20
S0001428,O001330,2024-12-12T18:11:00
S0001429,O001331,2025-04-27T03:43:06
S0001430,O001331,2025-06-22T03:43:06
S0001431,O001332,2025-09-02T08:24:32
S0001432,O001333,2025-08-04T23:36:17
S0001433,O001334,2025-02-11T10:56:05
S0001434,O001335,2025-02-06T09:41:41
S0001435,O001335,2025-03-23T09:41:41
S0001436,O001335,2025-02-27T09:41:41
S0001437,O001336,2025-06-27T02:56:44
S0001438,O001337,2025-09-16T06:30:18
S0001439,O001338,2025-06-22T06:29:57
S0001440,O001339,2025-11-27T20:32:02
S0001441,O001340,2025-11-29T05:55:34
S0001442,O001341,2025-08-01T07:38:57
S0001443,O001342,2025-06-04T16:00:11
S0001444,O001344,2025-05-18T04:11:58
S0001445,O001346,2025-04-24T13:49:21
S0001446,O001347,2024-12-14T18:24:22
S0001447,O001348,2025-09-19T11:43:05
S0001448,O001349,2026-02-26T04:59:11
S0001449,O001351,2025-02-12T06:26:18
S0001450,O001352,2024-12-12T22:37:28
S0001451,O001353,2025-10-24T21:21:33
S0001452,O001354,2025-11-15T16:19:54
S0001453,O001355,2025-01-30T01:23:03
S0001454,O001356,2026-02-21T01:13:56
S0001455,O001357,2025-10-06T01:06:49
S0001456,O001359,2026-01-11T02:26:21
S0001457,O001360,2025-01-09T13:55:39
S0001458,O001361,2025-10-18T09:19:04
S0001459,O001362,2026-03-22T16:21:51
S0001460,O001363,2026-02-24T11:41:38
S0001461,O001364,2025-10-29T18:50:34
S0001462,O001365,2025-10-29T22:29:12
S0001463,O001366,2025-06-15T12:46:49
S0001464,O001367,2025-04-07T04:10:20
S0001465,O001368,2026-01-14T19:39:40
S0001466,O001369,2025-01-29T07:14:14
S0001467,O001370,2025-01-28T11:06:40
S0001468,O001371,2024-12-09T03:09:24
S0001469,O001373,2025-09-15T11:29:48
S0001470,O001374,2024-12-31T02:35:05
S0001471,O001374,2025-02-09T02:35:05
S0001472,O001374,2025-02-26T02:35:05
S0001473,O001375,2025-01-01T05:04:27
S0001474,O001376,2025-05-13T22:40:48
S0001475,O001377,2025-06-21T04:01:30
S0001476,O001377,2025-07-18T04:01:30
S0001477,O001378,2024-12-20T00:53:23
S0001478,O001379,2025-06-14T08:35:33
S0001479,O001380,2025-07-30T18:05:06
S0001480,O001381,2025-02-11T06:12:33
S0001481,O001383,2025-11-18T07:26:53
S0001482,O001385,2025-09-25T16:58:25
S0001483,O001386,2025-11-19T10:52:37
S0001484,O001386,2026-01-09T10:52:37
S0001485,O001387,2025-04-29T02:02:47
S0001486,O001388,2025-07-09T11:37:29
S0001487,O001389,2025-03-13T18:31:58
S0001488,O001390,2025-12-03T15:21:40
S0001489,O001391,2025-01-25T09:00:12
S0001490,O001392,2025-08-20T09:02:52
S0001491,O001393,2025-01-03T22:11:50
S0001492,O001394,2025-07-23T11:38:00
S0001493,O001395,2025-02-17T17:58:03
S0001494,O001396,2026-04-05T21:13:55
S0001495,O001398,2025-08-22T19:32:30
S0001496,O001399,2024-12-27T07:02:39
S0001497,O001400,2026-04-11T19:03:33
S0001498,O001401,2025-07-20T15:34:48
S0001499,O001402,2026-02-01T16:48:09
S0001500,O001403,2025-06-19T20:25:20
S0001501,O001404,2024-11-29T19:52:26
S0001502,O001405,2025-04-30T04:03:18
S0001503,O001406,2024-12-30T03:56:11
S0001504,O001408,2024-12-23T06:51:18
S0001505,O001408,2025-02-08T06:51:18
S0001506,O001409,2026-01-25T07:38:37
S0001507,O001410,2026-04-01T19:17:41
S0001508,O001411,2025-11-09T19:35:52
S0001509,O001412,2025-03-29T20:14:56
S0001510,O001414,2025-10-06T16:14:19
S0001511,O001415,2026-03-28T03:11:11
S0001512,O001416,2024-12-14T23:35:03
S0001513,O001417,2025-10-06T21:55:46
S0001514,O001418,2025-07-18T18:15:32
S0001515,O001419,2025-08-14T16:27:47
S0001516,O001420,2025-07-15T04:51:31
S0001517,O001421,2025-10-20T07:07:21
S0001518,O001422,2025-03-28T21:07:29
S0001519,O001423,2025-04-26T18:31:09
S0001520,O001424,2024-12-19T10:36:04
S0001521,O001426,2026-04-13T23:54:08
S0001522,O001427,2025-07-17T09:10:22
S0001523,O001428,2025-02-13T11:52:22
S0001524,O001429,2024-12-13T13:40:31
S0001525,O001430,2025-10-29T11:10:20
S0001526,O001431,2025-05-03T17:30:04
S0001527,O001432,2025-06-14T22:44:08
S0001528,O001433,2026-04-25T19:09:01
S0001529,O001434,2026-04-21T15:01:14
S0001530,O001435,2025-03-21T13:13:40
S0001531,O001436,2026-01-05T18:59:32
S0001532,O001437,2024-12-02T20:42:02
S0001533,O001438,2025-04-11T17:10:26
S0001534,O001439,2026-03-09T04:41:53
S0001535,O001441,2025-02-19T16:14:53
S0001536,O001442,2025-02-15T21:46:12
S0001537,O001442,2025-04-10T21:46:12
S0001538,O001442,2025-04-13T21:46:12
S0001539,O001443,2026-04-29T08:33:19
S0001540,O001444,2025-11-06T08:37:58
S0001541,O001444,2025-12-21T08:37:58
S0001542,O001445,2025-10-27T16:12:05
S0001543,O001446,2025-01-05T05:10:33
S0001544,O001447,2025-03-28T07:21:50
S0001545,O001448,2025-10-02T02:14:19
S0001546,O001449,2025-12-09T09:26:42
S0001547,O001450,2024-12-18T04:22:26
S0001548,O001451,2025-09-22T16:38:30
S0001549,O001452,2026-02-19T10:43:45
S0001550,O001453,2025-02-24T20:31:17
S0001551,O001454,2026-04-06T04:34:59
S0001552,O001455,2025-03-17T17:37:10
S0001553,O001456,2025-07-03T13:56:07
S0001554,O001457,2026-02-20T16:38:42
S0001555,O001457,2026-03-22T16:38:42
S0001556,O001457,2026-04-09T16:38:42
S0001557,O001458,2025-03-31T07:58:20
S0001558,O001459,2026-04-01T17:47:14
S0001559,O001460,2025-10-08T07:50:27
S0001560,O001461,2026-01-27T19:26:53
S0001561,O001462,2024-12-20T12:11:32
S0001562,O001463,2025-11-20T13:31:02
S0001563,O001464,2025-05-10T10:28:36
S0001564,O001465,2026-02-13T01:39:40
S0001565,O001466,2025-01-28T11:42:02
S0001566,O001467,2025-08-16T11:45:55
S0001567,O001468,2024-12-06T21:33:46
S0001568,O001468,2024-12-21T21:33:46
S0001569,O001469,2025-12-01T20:02:49
S0001570,O001470,2025-08-01T18:42:11
S0001571,O001471,2026-04-02T14:34:14
S0001572,O001472,2025-08-21T02:45:29
S0001573,O001473,2025-04-05T05:21:00
S0001574,O001474,2025-07-24T19:22:29
S0001575,O001475,2025-01-10T18:37:36
S0001576,O001475,2025-03-05T18:37:36
S0001577,O001475,2025-02-09T18:37:36
S0001578,O001476,2025-03-09T19:29:59
S0001579,O001478,2025-03-19T19:36:58
S0001580,O001479,2025-10-12T12:58:16
S0001581,O001480,2025-05-15T21:10:19
S0001582,O001481,2024-12-12T19:15:55
S0001583,O001482,2025-07-13T09:57:13
S0001584,O001482,2025-08-28T09:57:13
S0001585,O001483,2025-06-07T09:43:24
S0001586,O001484,2024-11-21T08:58:32
S0001587,O001485,2026-01-27T15:18:06
S0001588,O001486,2026-03-02T10:24:14
S0001589,O001487,2025-04-22T13:41:08
S0001590,O001488,2025-02-20T02:05:54
S0001591,O001489,2025-01-20T13:00:12
S0001592,O001490,2025-09-15T04:17:12
S0001593,O001490,2025-10-26T04:17:12
S0001594,O001490,2025-11-14T04:17:12
S0001595,O001491,2026-01-13T13:40:53
S0001596,O001492,2026-02-14T22:01:04
S0001597,O001492,2026-03-06T22:01:04
S0001598,O001493,2025-03-28T14:19:57
S0001599,O001494,2026-04-07T18:36:06
S0001600,O001495,2026-04-12T13:15:45
S0001601,O001497,2026-02-17T06:42:19
S0001602,O001498,2026-02-19T09:47:21
S0001603,O001499,2026-01-07T10:31:48
S0001604,O001500,2025-02-28T09:47:01
S0001605,O001501,2026-01-19T11:38:49
S0001606,O001502,2025-01-31T16:31:42
S0001607,O001503,2025-10-01T15:26:24
S0001608,O001504,2026-04-19T09:43:19
S0001609,O001505,2025-02-02T22:12:25
S0001610,O001506,2025-04-18T00:15:58
S0001611,O001507,2024-12-04T16:20:07
S0001612,O001508,2025-11-11T04:23:00
S0001613,O001509,2025-05-06T03:09:57
S0001614,O001510,2025-09-25T03:56:50
S0001615,O001511,2025-09-01T01:49:06
S0001616,O001512,2025-04-29T11:48:32
S0001617,O001513,2025-03-06T06:06:48
S0001618,O001513,2025-04-25T06:06:48
S0001619,O001514,2025-06-22T17:01:38
S0001620,O001515,2025-11-02T16:30:22
S0001621,O001516,2024-11-13T22:06:58
S0001622,O001517,2025-02-15T23:51:18
S0001623,O001517,2025-03-18T23:51:18
S0001624,O001518,2026-04-12T01:03:31
S0001625,O001519,2024-12-25T18:43:19
S0001626,O001519,2025-01-12T18:43:19
S0001627,O001520,2025-07-05T02:53:29
S0001628,O001521,2024-12-11T20:46:54
S0001629,O001522,2025-12-17T13:35:52
S0001630,O001523,2025-12-01T03:34:55
S0001631,O001524,2025-11-06T06:51:06
S0001632,O001525,2024-12-16T13:19:05
S0001633,O001525,2025-01-31T13:19:05
S0001634,O001525,2025-01-05T13:19:05
S0001635,O001527,2025-05-09T01:21:22
S0001636,O001528,2025-09-08T07:52:12
S0001637,O001529,2026-01-22T08:54:48
S0001638,O001530,2025-01-01T03:47:19
S0001639,O001531,2025-09-08T00:26:19
S0001640,O001532,2025-06-27T01:23:37
S0001641,O001533,2025-12-12T18:09:14
S0001642,O001534,2025-03-29T17:05:13
S0001643,O001535,2024-11-04T17:06:42
S0001644,O001536,2026-02-27T23:45:15
S0001645,O001536,2026-03-16T23:45:15
S0001646,O001537,2025-02-23T12:59:54
S0001647,O001538,2025-06-19T16:07:22
S0001648,O001539,2025-12-27T11:27:36
S0001649,O001540,2025-09-25T01:46:29
S0001650,O001542,2024-11-17T03:41:56
S0001651,O001542,2024-12-27T03:41:56
S0001652,O001543,2026-03-14T17:51:48
S0001653,O001544,2026-02-11T13:13:10
S0001654,O001545,2025-02-02T20:14:36
S0001655,O001546,2025-04-03T03:14:35
S0001656,O001547,2025-07-10T22:17:28
S0001657,O001548,2025-01-12T23:23:53
S0001658,O001549,2025-02-12T18:42:08
S0001659,O001550,2025-04-22T00:25:25
S0001660,O001550,2025-05-13T00:25:25
S0001661,O001551,2025-02-07T09:47:35
S0001662,O001552,2025-01-07T14:50:13
S0001663,O001553,2025-01-01T07:46:01
S0001664,O001554,2025-10-26T04:52:22
S0001665,O001555,2024-12-15T17:30:15
S0001666,O001555,2025-01-29T17:30:15
S0001667,O001555,2025-01-02T17:30:15
S0001668,O001556,2025-07-08T21:43:36
S0001669,O001557,2025-10-17T19:32:11
S0001670,O001558,2026-02-09T01:53:47
S0001671,O001560,2026-04-26T12:24:35
S0001672,O001561,2025-03-26T19:50:59
S0001673,O001562,2025-11-08T00:33:19
S0001674,O001563,2025-07-30T20:25:07
S0001675,O001564,2026-03-08T16:59:34
S0001676,O001565,2025-01-12T19:24:34
S0001677,O001566,2025-01-08T19:06:16
S0001678,O001566,2025-02-05T19:06:16
S0001679,O001566,2025-02-28T19:06:16
S0001680,O001568,2025-11-04T20:38:17
S0001681,O001570,2025-08-06T13:07:45
S0001682,O001571,2026-03-30T15:42:36
S0001683,O001572,2026-03-10T00:35:05
S0001684,O001573,2025-10-20T14:10:51
S0001685,O001574,2025-04-12T14:45:38
S0001686,O001574,2025-05-12T14:45:38
S0001687,O001574,2025-05-04T14:45:38
S0001688,O001575,2026-03-01T14:42:35
S0001689,O001576,2025-11-24T07:47:17
S0001690,O001577,2025-10-31T17:20:05
S0001691,O001578,2026-03-26T21:24:15
S0001692,O001579,2026-04-20T03:24:08
S0001693,O001579,2026-05-01T00:00:00
S0001694,O001580,2025-12-30T16:53:49
S0001695,O001581,2026-02-28T03:25:42
S0001696,O001584,2026-02-13T11:49:51
S0001697,O001585,2024-11-30T09:28:30
S0001698,O001586,2025-11-16T02:51:33
S0001699,O001587,2025-02-18T01:04:28
S0001700,O001589,2024-11-27T13:41:54
S0001701,O001590,2025-03-06T07:18:36
S0001702,O001590,2025-04-06T07:18:36
S0001703,O001590,2025-05-02T07:18:36
S0001704,O001591,2026-01-25T03:44:53
S0001705,O001592,2026-02-15T01:03:29
S0001706,O001593,2025-03-04T03:02:04
S0001707,O001594,2025-04-14T21:54:29
S0001708,O001595,2025-02-23T18:10:15
S0001709,O001596,2025-08-04T06:06:32
S0001710,O001597,2025-07-17T13:45:41
S0001711,O001598,2025-03-30T14:47:23
S0001712,O001599,2024-11-10T02:21:55
S0001713,O001600,2025-11-15T07:35:05
S0001714,O001601,2026-02-13T18:16:48
S0001715,O001602,2025-02-24T01:57:42
S0001716,O001603,2026-04-05T06:30:49
S0001717,O001604,2025-12-14T00:25:42
S0001718,O001604,2026-01-31T00:25:42
S0001719,O001605,2024-11-20T09:54:41
S0001720,O001606,2025-02-09T01:00:21
S0001721,O001606,2025-03-20T01:00:21
S0001722,O001606,2025-04-06T01:00:21
S0001723,O001607,2025-06-11T00:02:54
S0001724,O001608,2025-10-21T20:56:44
S0001725,O001609,2026-02-20T15:03:54
S0001726,O001610,2025-08-08T20:14:32
S0001727,O001611,2025-01-17T05:04:44
S0001728,O001611,2025-02-19T05:04:44
S0001729,O001612,2025-09-01T16:33:59
S0001730,O001613,2026-01-29T13:13:01
S0001731,O001615,2025-08-25T08:55:33
S0001732,O001616,2025-02-03T04:08:40
S0001733,O001617,2026-03-17T15:59:34
S0001734,O001618,2026-03-16T02:56:34
S0001735,O001619,2025-07-14T17:05:51
S0001736,O001620,2025-07-03T06:33:23
S0001737,O001621,2025-12-15T03:18:39
S0001738,O001622,2025-04-16T02:00:07
S0001739,O001623,2025-07-21T14:01:07
S0001740,O001624,2024-12-09T16:06:34
S0001741,O001625,2026-03-30T07:54:46
S0001742,O001627,2025-06-18T13:33:21
S0001743,O001628,2025-10-28T10:22:54
S0001744,O001628,2025-11-18T10:22:54
S0001745,O001628,2025-12-10T10:22:54
S0001746,O001629,2026-03-29T07:08:57
S0001747,O001630,2025-05-30T19:48:06
S0001748,O001631,2025-02-23T14:50:46
S0001749,O001632,2026-03-13T17:33:31
S0001750,O001633,2025-05-20T22:22:42
S0001751,O001634,2026-02-15T15:02:48
S0001752,O001635,2025-09-07T23:50:19
S0001753,O001636,2025-12-27T00:41:50
S0001754,O001637,2026-01-18T09:36:12
S0001755,O001638,2025-01-27T12:32:59
S0001756,O001639,2025-11-04T08:21:49
S0001757,O001640,2025-12-06T06:15:02
S0001758,O001640,2026-01-13T06:15:02
S0001759,O001640,2026-01-15T06:15:02
S0001760,O001641,2025-01-18T23:56:36
S0001761,O001642,2024-12-18T17:25:49
S0001762,O001643,2025-08-10T12:56:46
S0001763,O001644,2025-06-03T13:50:57
S0001764,O001645,2026-04-23T15:21:59
S0001765,O001646,2025-02-08T01:46:07
S0001766,O001646,2025-04-09T01:46:07
S0001767,O001647,2026-02-06T21:16:24
S0001768,O001648,2025-08-23T17:53:04
S0001769,O001649,2026-04-03T03:06:19
S0001770,O001650,2025-07-03T07:20:37
S0001771,O001650,2025-07-31T07:20:37
S0001772,O001650,2025-07-26T07:20:37
S0001773,O001652,2025-10-27T20:56:15
S0001774,O001653,2024-11-27T03:05:22
S0001775,O001654,2024-12-02T20:53:38
S0001776,O001655,2025-08-25T23:01:56
S0001777,O001657,2026-03-25T12:16:32
S0001778,O001658,2025-03-09T03:27:51
S0001779,O001659,2025-08-21T23:41:16
S0001780,O001660,2025-08-25T21:40:58
S0001781,O001661,2026-02-28T02:59:16
S0001782,O001661,2026-04-27T02:59:16
S0001783,O001661,2026-03-27T02:59:16
S0001784,O001662,2025-03-28T09:56:45
S0001785,O001663,2025-12-05T15:24:18
S0001786,O001664,2026-03-04T15:00:20
S0001787,O001665,2025-01-02T06:01:33
S0001788,O001666,2024-12-02T00:01:21
S0001789,O001666,2025-01-10T00:01:21
S0001790,O001667,2024-11-10T15:41:59
S0001791,O001668,2024-11-20T04:53:52
S0001792,O001670,2026-03-28T22:21:30
S0001793,O001671,2025-01-10T16:58:24
S0001794,O001672,2025-12-04T18:29:01
S0001795,O001673,2025-12-27T09:41:18
S0001796,O001674,2026-02-04T20:27:35
S0001797,O001675,2026-03-05T02:42:57
S0001798,O001675,2026-04-25T02:42:57
S0001799,O001675,2026-04-12T02:42:57
S0001800,O001676,2025-01-01T00:40:26
S0001801,O001677,2025-05-11T15:54:50
S0001802,O001678,2025-02-23T04:39:58
S0001803,O001679,2025-12-31T13:18:44
S0001804,O001680,2025-03-25T17:37:40
S0001805,O001681,2026-03-18T15:40:13
S0001806,O001682,2025-03-16T15:45:21
S0001807,O001683,2024-12-04T17:52:39
S0001808,O001683,2025-02-01T17:52:39
S0001809,O001684,2025-04-18T08:09:34
S0001810,O001685,2024-11-29T00:02:08
S0001811,O001686,2024-12-23T23:57:40
S0001812,O001687,2025-01-10T06:47:11
S0001813,O001688,2025-04-11T05:00:38
S0001814,O001689,2025-08-24T22:57:35
S0001815,O001690,2024-11-20T18:13:20
S0001816,O001690,2024-12-30T18:13:20
S0001817,O001690,2024-12-18T18:13:20
S0001818,O001692,2025-01-31T13:58:32
S0001819,O001693,2025-11-30T16:19:37
S0001820,O001694,2026-02-18T17:25:56
S0001821,O001695,2025-01-16T22:36:31
S0001822,O001696,2025-07-27T22:41:36
S0001823,O001697,2025-05-16T16:18:01
S0001824,O001698,2024-11-05T12:32:37
S0001825,O001699,2025-10-06T12:59:50
S0001826,O001700,2025-09-16T15:15:11
S0001827,O001701,2025-09-15T12:41:39
S0001828,O001702,2025-12-24T12:25:21
S0001829,O001703,2025-09-26T13:16:18
S0001830,O001704,2024-12-30T18:08:45
S0001831,O001705,2024-12-26T16:41:16
S0001832,O001706,2025-07-12T07:59:42
S0001833,O001708,2026-02-23T16:28:02
S0001834,O001709,2025-09-15T17:44:00
S0001835,O001710,2025-09-24T21:03:00
S0001836,O001711,2025-08-13T08:21:54
S0001837,O001712,2025-06-14T02:55:50
S0001838,O001713,2024-12-24T08:22:35
S0001839,O001714,2026-01-21T20:30:05
S0001840,O001715,2026-04-09T06:43:37
S0001841,O001715,2026-05-01T00:00:00
S0001842,O001715,2026-05-01T00:00:00
S0001843,O001717,2024-11-09T13:27:33
S0001844,O001718,2026-02-03T17:40:50
S0001845,O001718,2026-03-09T17:40:50
S0001846,O001719,2024-11-30T13:48:31
S0001847,O001720,2025-09-30T07:14:34
S0001848,O001721,2025-12-19T10:42:12
S0001849,O001722,2024-11-17T21:47:20
S0001850,O001722,2024-12-18T21:47:20
S0001851,O001722,2024-12-14T21:47:20
S0001852,O001723,2025-01-21T20:32:03
S0001853,O001724,2025-05-05T18:01:46
S0001854,O001725,2025-12-03T11:22:31
S0001855,O001726,2025-05-29T00:07:59
S0001856,O001727,2025-11-18T13:48:12
S0001857,O001727,2025-12-29T13:48:12
S0001858,O001730,2025-09-15T22:45:02
S0001859,O001731,2026-04-02T22:48:55
S0001860,O001732,2024-11-10T16:49:17
S0001861,O001732,2024-12-18T16:49:17
S0001862,O001732,2024-11-26T16:49:17
S0001863,O001733,2025-07-23T16:36:23
S0001864,O001735,2025-07-04T07:29:56
S0001865,O001736,2025-09-22T17:36:17
S0001866,O001737,2025-10-12T05:29:20
S0001867,O001738,2024-11-30T13:59:50
S0001868,O001739,2024-11-29T19:50:40
S0001869,O001740,2024-11-09T07:37:59
S0001870,O001741,2026-02-04T17:03:48
S0001871,O001742,2025-12-24T18:56:33
S0001872,O001743,2025-07-31T18:13:27
S0001873,O001744,2025-10-30T05:07:25
S0001874,O001745,2024-12-13T21:37:43
S0001875,O001746,2025-07-31T19:18:16
S0001876,O001747,2025-09-15T07:28:20
S0001877,O001748,2025-04-12T22:54:55
S0001878,O001749,2026-02-09T04:29:14
S0001879,O001750,2025-03-16T00:16:49
S0001880,O001751,2025-03-12T03:33:29
S0001881,O001752,2025-04-14T10:56:42
S0001882,O001752,2025-05-01T10:56:42
S0001883,O001752,2025-05-23T10:56:42
S0001884,O001753,2024-12-19T01:34:30
S0001885,O001753,2025-01-15T01:34:30
S0001886,O001753,2025-01-08T01:34:30
S0001887,O001754,2025-11-11T19:54:46
S0001888,O001755,2026-02-19T02:02:39
S0001889,O001756,2025-11-28T19:59:53
S0001890,O001757,2025-01-17T05:17:28
S0001891,O001759,2025-08-08T15:53:04
S0001892,O001760,2025-01-11T02:14:27
S0001893,O001761,2025-08-01T03:12:18
S0001894,O001761,2025-09-19T03:12:18
S0001895,O001762,2026-04-18T12:20:13
S0001896,O001763,2025-09-24T18:37:42
S0001897,O001764,2025-03-13T10:27:40
S0001898,O001766,2025-08-11T07:45:07
S0001899,O001767,2025-01-13T01:08:54
S0001900,O001768,2025-03-11T09:34:33
S0001901,O001769,2025-01-14T13:52:23
S0001902,O001770,2025-08-07T07:50:37
S0001903,O001771,2025-05-11T02:03:31
S0001904,O001772,2025-11-22T20:39:16
S0001905,O001773,2025-04-05T01:38:52
S0001906,O001774,2025-10-30T18:15:34
S0001907,O001775,2025-12-15T00:27:18
S0001908,O001776,2025-11-16T13:59:37
S0001909,O001777,2025-03-17T02:49:04
S0001910,O001778,2025-07-29T05:22:51
S0001911,O001779,2025-03-11T00:25:56
S0001912,O001780,2025-11-27T21:36:51
S0001913,O001781,2025-03-12T01:11:25
S0001914,O001782,2025-09-12T10:50:40
S0001915,O001783,2025-10-01T12:32:49
S0001916,O001784,2025-03-30T11:15:18
S0001917,O001785,2026-03-27T00:10:08
S0001918,O001785,2026-04-24T00:10:08
S0001919,O001785,2026-05-01T00:00:00
S0001920,O001786,2025-11-09T23:12:26
S0001921,O001787,2026-03-21T21:47:50
S0001922,O001788,2026-02-05T04:42:54
S0001923,O001790,2025-08-28T13:03:21
S0001924,O001792,2025-03-18T03:44:52
S0001925,O001793,2025-06-26T13:37:12
S0001926,O001794,2025-09-16T19:34:13
S0001927,O001795,2025-11-23T16:04:49
S0001928,O001796,2025-09-10T12:24:52
S0001929,O001797,2024-11-22T21:33:00
S0001930,O001798,2024-12-19T05:23:12
S0001931,O001799,2024-12-29T13:17:52
S0001932,O001800,2025-08-13T20:35:14
S0001933,O001801,2025-12-20T21:43:19
S0001934,O001802,2025-03-18T02:26:47
S0001935,O001803,2025-08-27T12:27:14
S0001936,O001804,2025-01-30T20:33:50
S0001937,O001805,2025-06-15T09:13:57
S0001938,O001805,2025-07-04T09:13:57
S0001939,O001805,2025-08-10T09:13:57
S0001940,O001806,2026-03-09T11:05:42
S0001941,O001806,2026-03-29T11:05:42
S0001942,O001807,2025-02-23T05:46:17
S0001943,O001808,2025-08-23T00:35:26
S0001944,O001809,2024-11-10T10:38:31
S0001945,O001810,2025-08-26T13:10:37
S0001946,O001812,2025-01-22T22:59:08
S0001947,O001813,2025-04-14T10:12:48
S0001948,O001814,2025-02-12T22:51:53
S0001949,O001815,2025-03-24T19:24:17
S0001950,O001816,2025-10-05T00:20:17
S0001951,O001817,2026-04-12T16:13:53
S0001952,O001818,2026-02-01T04:17:29
S0001953,O001819,2025-01-05T19:43:16
S0001954,O001820,2025-10-10T16:24:34
S0001955,O001821,2025-08-13T10:28:22
S0001956,O001823,2025-11-20T02:46:30
S0001957,O001824,2025-06-19T23:01:09
S0001958,O001824,2025-07-18T23:01:09
S0001959,O001825,2025-04-19T06:02:02
S0001960,O001826,2025-06-25T15:47:37
S0001961,O001827,2025-01-29T21:40:18
