shipment_line_item_id,shipment_id,line_item_id,quantity_shipped
SL00001781,S0001070,L0001912,3
SL00001782,S0001071,L0001916,1
SL00001783,S0001071,L0001917,5
SL00001784,S0001072,L0001918,2
SL00001785,S0001073,L0001918,2
SL00001786,S0001072,L0001919,3
SL00001787,S0001072,L0001920,1
SL00001788,S0001073,L0001920,2
SL00001789,S0001074,L0001921,4
SL00001790,S0001076,L0001923,4
SL00001791,S0001077,L0001924,5
SL00001792,S0001077,L0001925,1
SL00001793,S0001078,L0001926,3
SL00001794,S0001079,L0001927,1
SL00001795,S0001080,L0001928,1
SL00001796,S0001081,L0001929,5
SL00001797,S0001081,L0001930,3
SL00001798,S0001081,L0001931,1
SL00001799,S0001083,L0001932,5
SL00001800,S0001082,L0001933,5
SL00001801,S0001084,L0001934,2
SL00001802,S0001085,L0001935,3
SL00001803,S0001085,L0001936,1
SL00001804,S0001085,L0001937,4
SL00001805,S0001086,L0001939,5
SL00001806,S0001087,L0001940,4
SL00001807,S0001087,L0001941,2
SL00001808,S0001088,L0001942,1
SL00001809,S0001088,L0001943,3
SL00001810,S0001089,L0001944,5
SL00001811,S0001090,L0001945,3
SL00001812,S0001091,L0001947,2
SL00001813,S0001092,L0001948,4
SL00001814,S0001093,L0001950,2
SL00001815,S0001094,L0001951,2
SL00001816,S0001095,L0001952,4
SL00001817,S0001096,L0001953,5
SL00001818,S0001096,L0001954,1
SL00001819,S0001096,L0001955,5
SL00001820,S0001097,L0001956,3
SL00001821,S0001097,L0001957,5
SL00001822,S0001097,L0001958,3
SL00001823,S0001097,L0001959,3
SL00001824,S0001098,L0001960,5
SL00001825,S0001099,L0001962,4
SL00001826,S0001099,L0001963,5
SL00001827,S0001099,L0001964,4
SL00001828,S0001100,L0001965,5
SL00001829,S0001100,L0001966,2
SL00001830,S0001100,L0001967,3
SL00001831,S0001101,L0001968,5
SL00001832,S0001101,L0001969,4
SL00001833,S0001101,L0001970,1
SL00001834,S0001102,L0001971,5
SL00001835,S0001103,L0001972,3
SL00001836,S0001103,L0001973,1
SL00001837,S0001104,L0001976,5
SL00001838,S0001104,L0001977,3
SL00001839,S0001104,L0001978,3
SL00001840,S0001106,L0001979,4
SL00001841,S0001105,L0001980,2
SL00001842,S0001106,L0001980,3
SL00001843,S0001108,L0001982,5
SL00001844,S0001108,L0001983,4
SL00001845,S0001109,L0001985,3
SL00001846,S0001110,L0001986,2
SL00001847,S0001110,L0001987,5
SL00001848,S0001110,L0001988,3
SL00001849,S0001111,L0001989,3
SL00001850,S0001112,L0001990,3
SL00001851,S0001113,L0001991,1
SL00001852,S0001114,L0001994,4
SL00001853,S0001115,L0001995,2
SL00001854,S0001117,L0001998,2
SL00001855,S0001117,L0001999,1
SL00001856,S0001118,L0002001,4
SL00001857,S0001120,L0002004,4
SL00001858,S0001121,L0002005,5
SL00001859,S0001121,L0002006,4
SL00001860,S0001123,L0002011,1
SL00001861,S0001123,L0002012,1
SL00001862,S0001124,L0002013,1
SL00001863,S0001125,L0002014,4
SL00001864,S0001125,L0002015,1
SL00001865,S0001125,L0002016,5
SL00001866,S0001126,L0002017,1
SL00001867,S0001126,L0002018,4
SL00001868,S0001127,L0002019,1
SL00001869,S0001128,L0002020,2
SL00001870,S0001129,L0002020,1
SL00001871,S0001128,L0002021,2
SL00001872,S0001131,L0002022,4
SL00001873,S0001132,L0002025,4
SL00001874,S0001132,L0002026,1
SL00001875,S0001133,L0002027,3
SL00001876,S0001133,L0002028,4
SL00001877,S0001133,L0002029,2
SL00001878,S0001135,L0002030,5
SL00001879,S0001134,L0002031,1
SL00001880,S0001135,L0002031,2
SL00001881,S0001134,L0002032,1
SL00001882,S0001135,L0002032,3
SL00001883,S0001136,L0002033,1
SL00001884,S0001137,L0002034,1
SL00001885,S0001137,L0002035,5
SL00001886,S0001137,L0002036,2
SL00001887,S0001138,L0002037,3
SL00001888,S0001138,L0002038,5
SL00001889,S0001139,L0002039,3
SL00001890,S0001139,L0002040,3
SL00001891,S0001142,L0002041,4
SL00001892,S0001142,L0002042,2
SL00001893,S0001143,L0002043,5
SL00001894,S0001143,L0002044,2
SL00001895,S0001144,L0002048,4
SL00001896,S0001144,L0002049,5
SL00001897,S0001145,L0002050,4
SL00001898,S0001146,L0002051,1
SL00001899,S0001146,L0002052,3
SL00001900,S0001147,L0002053,2
SL00001901,S0001147,L0002054,4
SL00001902,S0001148,L0002055,3
SL00001903,S0001149,L0002056,2
SL00001904,S0001152,L0002058,1
SL00001905,S0001153,L0002059,2
SL00001906,S0001153,L0002060,2
SL00001907,S0001154,L0002061,2
SL00001908,S0001155,L0002062,3
SL00001909,S0001155,L0002063,2
SL00001910,S0001155,L0002064,3
SL00001911,S0001156,L0002065,3
SL00001912,S0001157,L0002066,3
SL00001913,S0001157,L0002067,3
SL00001914,S0001158,L0002068,1
SL00001915,S0001158,L0002069,3
SL00001916,S0001159,L0002070,4
SL00001917,S0001160,L0002071,3
SL00001918,S0001160,L0002072,5
SL00001919,S0001161,L0002073,4
SL00001920,S0001161,L0002074,1
SL00001921,S0001161,L0002075,1
SL00001922,S0001162,L0002076,2
SL00001923,S0001162,L0002077,4
SL00001924,S0001163,L0002078,5
SL00001925,S0001164,L0002079,4
SL00001926,S0001165,L0002080,3
SL00001927,S0001166,L0002081,2
SL00001928,S0001166,L0002082,3
SL00001929,S0001166,L0002083,2
SL00001930,S0001166,L0002084,3
SL00001931,S0001167,L0002085,2
SL00001932,S0001168,L0002085,3
SL00001933,S0001169,L0002086,5
SL00001934,S0001172,L0002088,1
SL00001935,S0001172,L0002089,4
SL00001936,S0001172,L0002090,2
SL00001937,S0001172,L0002091,1
SL00001938,S0001173,L0002092,2
SL00001939,S0001173,L0002093,5
SL00001940,S0001174,L0002094,3
SL00001941,S0001175,L0002095,5
SL00001942,S0001176,L0002096,5
SL00001943,S0001176,L0002097,2
SL00001944,S0001177,L0002098,5
SL00001945,S0001177,L0002099,4
SL00001946,S0001177,L0002100,4
SL00001947,S0001177,L0002101,3
SL00001948,S0001178,L0002102,3
SL00001949,S0001179,L0002103,3
SL00001950,S0001180,L0002105,4
SL00001951,S0001180,L0002106,5
SL00001952,S0001181,L0002107,5
SL00001953,S0001181,L0002108,2
SL00001954,S0001181,L0002109,2
SL00001955,S0001182,L0002110,3
SL00001956,S0001182,L0002111,4
SL00001957,S0001183,L0002112,1
SL00001958,S0001184,L0002112,2
SL00001959,S0001184,L0002113,2
SL00001960,S0001184,L0002114,1
SL00001961,S0001185,L0002115,2
SL00001962,S0001187,L0002118,2
SL00001963,S0001187,L0002119,4
SL00001964,S0001187,L0002120,2
SL00001965,S0001188,L0002121,1
SL00001966,S0001188,L0002122,4
SL00001967,S0001188,L0002123,2
SL00001968,S0001189,L0002123,2
SL00001969,S0001190,L0002124,5
SL00001970,S0001190,L0002125,2
SL00001971,S0001190,L0002126,3
SL00001972,S0001192,L0002127,4
SL00001973,S0001191,L0002128,3
SL00001974,S0001193,L0002129,1
SL00001975,S0001194,L0002133,5
SL00001976,S0001194,L0002134,4
SL00001977,S0001194,L0002135,1
SL00001978,S0001195,L0002136,2
SL00001979,S0001195,L0002137,1
SL00001980,S0001196,L0002140,4
SL00001981,S0001196,L0002141,4
SL00001982,S0001198,L0002144,5
SL00001983,S0001198,L0002145,5
SL00001984,S0001199,L0002146,4
SL00001985,S0001199,L0002147,5
SL00001986,S0001199,L0002148,4
SL00001987,S0001199,L0002149,3
SL00001988,S0001200,L0002150,3
SL00001989,S0001200,L0002151,4
SL00001990,S0001201,L0002152,1
SL00001991,S0001201,L0002153,3
SL00001992,S0001202,L0002154,4
SL00001993,S0001203,L0002155,3
SL00001994,S0001203,L0002156,1
SL00001995,S0001203,L0002157,3
SL00001996,S0001204,L0002158,5
SL00001997,S0001205,L0002159,1
SL00001998,S0001206,L0002159,4
SL00001999,S0001205,L0002160,1
SL00002000,S0001205,L0002161,1
SL00002001,S0001206,L0002161,2
SL00002002,S0001207,L0002162,1
SL00002003,S0001207,L0002163,4
SL00002004,S0001207,L0002164,2
SL00002005,S0001207,L0002165,3
SL00002006,S0001208,L0002167,2
SL00002007,S0001209,L0002168,3
SL00002008,S0001209,L0002169,3
SL00002009,S0001209,L0002170,4
SL00002010,S0001209,L0002171,4
SL00002011,S0001210,L0002176,2
SL00002012,S0001211,L0002177,3
SL00002013,S0001211,L0002178,2
SL00002014,S0001212,L0002181,2
SL00002015,S0001212,L0002182,1
SL00002016,S0001213,L0002183,1
SL00002017,S0001215,L0002183,1
SL00002018,S0001216,L0002184,2
SL00002019,S0001217,L0002184,1
SL00002020,S0001216,L0002185,2
SL00002021,S0001218,L0002186,3
SL00002022,S0001218,L0002187,4
SL00002023,S0001219,L0002191,5
SL00002024,S0001219,L0002192,3
SL00002025,S0001220,L0002193,2
SL00002026,S0001220,L0002194,1
SL00002027,S0001220,L0002195,1
SL00002028,S0001221,L0002196,2
SL00002029,S0001222,L0002197,2
SL00002030,S0001222,L0002198,5
SL00002031,S0001222,L0002199,5
SL00002032,S0001224,L0002200,2
SL00002033,S0001224,L0002201,2
SL00002034,S0001225,L0002202,3
SL00002035,S0001226,L0002202,2
SL00002036,S0001226,L0002203,2
SL00002037,S0001227,L0002204,2
SL00002038,S0001227,L0002205,5
SL00002039,S0001228,L0002206,1
SL00002040,S0001228,L0002207,2
SL00002041,S0001229,L0002208,1
SL00002042,S0001230,L0002209,2
SL00002043,S0001231,L0002210,3
SL00002044,S0001231,L0002211,1
SL00002045,S0001232,L0002212,3
SL00002046,S0001233,L0002213,1
SL00002047,S0001235,L0002213,4
SL00002048,S0001236,L0002214,3
SL00002049,S0001237,L0002215,5
SL00002050,S0001237,L0002216,4
SL00002051,S0001238,L0002217,2
SL00002052,S0001238,L0002218,3
SL00002053,S0001238,L0002219,3
SL00002054,S0001238,L0002220,5
SL00002055,S0001239,L0002221,2
SL00002056,S0001240,L0002222,5
SL00002057,S0001241,L0002223,1
SL00002058,S0001242,L0002224,3
SL00002059,S0001243,L0002225,3
SL00002060,S0001243,L0002226,2
SL00002061,S0001244,L0002229,2
SL00002062,S0001245,L0002233,1
SL00002063,S0001246,L0002234,3
SL00002064,S0001247,L0002234,2
SL00002065,S0001247,L0002235,1
SL00002066,S0001248,L0002236,4
SL00002067,S0001248,L0002237,1
SL00002068,S0001248,L0002238,2
SL00002069,S0001249,L0002239,2
SL00002070,S0001250,L0002240,3
SL00002071,S0001251,L0002240,1
SL00002072,S0001250,L0002241,2
SL00002073,S0001251,L0002241,3
SL00002074,S0001253,L0002244,1
SL00002075,S0001254,L0002245,2
SL00002076,S0001254,L0002246,5
SL00002077,S0001255,L0002248,3
SL00002078,S0001256,L0002249,3
SL00002079,S0001257,L0002252,5
SL00002080,S0001258,L0002253,5
SL00002081,S0001259,L0002254,4
SL00002082,S0001259,L0002255,4
SL00002083,S0001259,L0002256,1
SL00002084,S0001260,L0002258,1
SL00002085,S0001261,L0002259,1
SL00002086,S0001261,L0002260,4
SL00002087,S0001262,L0002261,5
SL00002088,S0001262,L0002262,5
SL00002089,S0001263,L0002263,5
SL00002090,S0001263,L0002264,1
SL00002091,S0001263,L0002265,5
SL00002092,S0001264,L0002266,3
SL00002093,S0001265,L0002267,2
SL00002094,S0001265,L0002268,4
SL00002095,S0001266,L0002273,5
SL00002096,S0001267,L0002276,2
SL00002097,S0001267,L0002277,4
SL00002098,S0001267,L0002278,3
SL00002099,S0001268,L0002279,1
SL00002100,S0001268,L0002280,5
SL00002101,S0001268,L0002281,5
SL00002102,S0001269,L0002282,3
SL00002103,S0001269,L0002283,4
SL00002104,S0001271,L0002283,1
SL00002105,S0001272,L0002284,3
SL00002106,S0001272,L0002285,1
SL00002107,S0001273,L0002287,4
SL00002108,S0001274,L0002289,2
SL00002109,S0001274,L0002290,5
SL00002110,S0001274,L0002291,1
SL00002111,S0001274,L0002292,2
SL00002112,S0001276,L0002294,2
SL00002113,S0001276,L0002295,5
SL00002114,S0001276,L0002296,5
SL00002115,S0001277,L0002297,3
SL00002116,S0001277,L0002298,4
SL00002117,S0001277,L0002299,3
SL00002118,S0001278,L0002300,3
SL00002119,S0001279,L0002301,1
SL00002120,S0001280,L0002302,2
SL00002121,S0001281,L0002303,5
SL00002122,S0001281,L0002304,1
SL00002123,S0001281,L0002305,1
SL00002124,S0001281,L0002306,1
SL00002125,S0001282,L0002307,1
SL00002126,S0001282,L0002308,4
SL00002127,S0001283,L0002311,3
SL00002128,S0001284,L0002312,5
SL00002129,S0001284,L0002313,1
SL00002130,S0001284,L0002314,1
SL00002131,S0001284,L0002315,2
SL00002132,S0001285,L0002316,5
SL00002133,S0001285,L0002317,2
SL00002134,S0001285,L0002318,4
SL00002135,S0001286,L0002319,2
SL00002136,S0001286,L0002320,2
SL00002137,S0001287,L0002321,4
SL00002138,S0001287,L0002322,1
SL00002139,S0001287,L0002323,2
SL00002140,S0001288,L0002324,5
SL00002141,S0001289,L0002325,1
SL00002142,S0001289,L0002326,5
SL00002143,S0001290,L0002327,5
SL00002144,S0001291,L0002328,1
SL00002145,S0001291,L0002329,2
SL00002146,S0001292,L0002330,2
SL00002147,S0001292,L0002331,5
SL00002148,S0001293,L0002332,1
SL00002149,S0001293,L0002333,4
SL00002150,S0001294,L0002334,5
SL00002151,S0001295,L0002335,2
SL00002152,S0001296,L0002336,5
SL00002153,S0001297,L0002337,2
SL00002154,S0001298,L0002338,5
SL00002155,S0001298,L0002339,5
SL00002156,S0001299,L0002340,5
SL00002157,S0001300,L0002341,1
SL00002158,S0001301,L0002341,4
SL00002159,S0001303,L0002342,1
SL00002160,S0001304,L0002343,2
SL00002161,S0001305,L0002343,2
SL00002162,S0001307,L0002344,5
SL00002163,S0001308,L0002345,5
SL00002164,S0001308,L0002346,4
SL00002165,S0001308,L0002347,4
SL00002166,S0001308,L0002348,1
SL00002167,S0001309,L0002349,2
SL00002168,S0001309,L0002350,2
SL00002169,S0001310,L0002351,2
SL00002170,S0001310,L0002352,1
SL00002171,S0001310,L0002353,5
SL00002172,S0001311,L0002354,3
SL00002173,S0001312,L0002355,2
SL00002174,S0001312,L0002356,1
SL00002175,S0001315,L0002360,3
SL00002176,S0001315,L0002361,3
SL00002177,S0001315,L0002362,3
SL00002178,S0001315,L0002363,4
SL00002179,S0001316,L0002364,2
SL00002180,S0001316,L0002365,3
SL00002181,S0001317,L0002366,5
SL00002182,S0001318,L0002367,2
SL00002183,S0001319,L0002368,4
SL00002184,S0001319,L0002369,3
SL00002185,S0001319,L0002370,4
SL00002186,S0001320,L0002373,1
SL00002187,S0001321,L0002373,1
SL00002188,S0001322,L0002373,1
SL00002189,S0001320,L0002374,1
SL00002190,S0001324,L0002375,2
SL00002191,S0001325,L0002377,3
SL00002192,S0001325,L0002378,1
SL00002193,S0001325,L0002379,4
SL00002194,S0001326,L0002380,3
SL00002195,S0001327,L0002381,4
SL00002196,S0001327,L0002382,1
SL00002197,S0001328,L0002383,1
SL00002198,S0001329,L0002384,3
SL00002199,S0001330,L0002384,1
SL00002200,S0001330,L0002385,2
SL00002201,S0001331,L0002386,3
SL00002202,S0001333,L0002387,1
SL00002203,S0001333,L0002388,1
SL00002204,S0001336,L0002390,1
SL00002205,S0001337,L0002390,4
SL00002206,S0001336,L0002391,3
SL00002207,S0001337,L0002391,1
SL00002208,S0001336,L0002392,4
SL00002209,S0001338,L0002393,5
SL00002210,S0001339,L0002395,2
SL00002211,S0001339,L0002396,2
SL00002212,S0001339,L0002397,1
SL00002213,S0001340,L0002398,3
SL00002214,S0001341,L0002399,1
SL00002215,S0001342,L0002399,2
SL00002216,S0001343,L0002400,1
SL00002217,S0001343,L0002401,2
SL00002218,S0001343,L0002402,2
SL00002219,S0001344,L0002403,4
SL00002220,S0001344,L0002404,3
SL00002221,S0001345,L0002405,5
SL00002222,S0001345,L0002406,2
SL00002223,S0001346,L0002407,1
SL00002224,S0001347,L0002408,5
SL00002225,S0001348,L0002413,5
SL00002226,S0001348,L0002414,5
SL00002227,S0001348,L0002415,4
SL00002228,S0001349,L0002416,1
SL00002229,S0001350,L0002416,3
SL00002230,S0001350,L0002417,3
SL00002231,S0001351,L0002418,2
SL00002232,S0001351,L0002419,3
SL00002233,S0001352,L0002420,2
SL00002234,S0001353,L0002421,4
SL00002235,S0001353,L0002422,2
SL00002236,S0001354,L0002423,3
SL00002237,S0001354,L0002424,4
SL00002238,S0001355,L0002425,2
SL00002239,S0001355,L0002426,3
SL00002240,S0001356,L0002427,5
SL00002241,S0001357,L0002428,1
SL00002242,S0001358,L0002429,3
SL00002243,S0001358,L0002430,3
SL00002244,S0001359,L0002430,2
SL00002245,S0001358,L0002431,2
SL00002246,S0001359,L0002431,1
SL00002247,S0001360,L0002431,1
SL00002248,S0001361,L0002432,2
SL00002249,S0001362,L0002432,1
SL00002250,S0001362,L0002433,4
SL00002251,S0001362,L0002434,5
SL00002252,S0001363,L0002435,5
SL00002253,S0001363,L0002436,4
SL00002254,S0001363,L0002437,5
SL00002255,S0001364,L0002438,5
SL00002256,S0001364,L0002439,3
SL00002257,S0001365,L0002439,1
SL00002258,S0001367,L0002440,5
SL00002259,S0001367,L0002441,5
SL00002260,S0001369,L0002444,2
SL00002261,S0001370,L0002445,4
SL00002262,S0001370,L0002446,5
SL00002263,S0001371,L0002447,1
SL00002264,S0001371,L0002448,5
SL00002265,S0001372,L0002449,4
SL00002266,S0001373,L0002450,3
SL00002267,S0001373,L0002451,5
SL00002268,S0001373,L0002452,3
SL00002269,S0001374,L0002453,2
SL00002270,S0001375,L0002454,1
SL00002271,S0001377,L0002455,3
SL00002272,S0001377,L0002456,1
SL00002273,S0001378,L0002456,2
SL00002274,S0001378,L0002457,5
SL00002275,S0001379,L0002458,1
SL00002276,S0001379,L0002459,2
SL00002277,S0001379,L0002460,2
SL00002278,S0001380,L0002461,4
SL00002279,S0001380,L0002462,2
SL00002280,S0001381,L0002463,4
SL00002281,S0001382,L0002463,1
SL00002282,S0001384,L0002464,4
SL00002283,S0001384,L0002465,2
SL00002284,S0001384,L0002466,2
SL00002285,S0001385,L0002467,1
SL00002286,S0001386,L0002468,3
SL00002287,S0001386,L0002469,5
SL00002288,S0001387,L0002470,2
SL00002289,S0001388,L0002471,2
SL00002290,S0001389,L0002472,2
SL00002291,S0001390,L0002473,2
SL00002292,S0001392,L0002474,3
SL00002293,S0001393,L0002475,1
SL00002294,S0001394,L0002475,1
SL00002295,S0001396,L0002476,3
SL00002296,S0001396,L0002477,4
SL00002297,S0001397,L0002480,3
SL00002298,S0001397,L0002481,5
SL00002299,S0001397,L0002482,2
SL00002300,S0001398,L0002483,1
SL00002301,S0001400,L0002483,1
SL00002302,S0001398,L0002484,3
SL00002303,S0001398,L0002485,3
SL00002304,S0001400,L0002485,1
SL00002305,S0001401,L0002486,2
SL00002306,S0001401,L0002487,4
SL00002307,S0001402,L0002491,2
SL00002308,S0001403,L0002492,5
SL00002309,S0001404,L0002493,4
SL00002310,S0001404,L0002495,3
SL00002311,S0001404,L0002496,3
SL00002312,S0001405,L0002499,1
SL00002313,S0001406,L0002499,4
SL00002314,S0001406,L0002500,5
SL00002315,S0001407,L0002501,5
SL00002316,S0001407,L0002502,1
SL00002317,S0001409,L0002503,3
SL00002318,S0001410,L0002504,3
SL00002319,S0001410,L0002505,2
SL00002320,S0001410,L0002506,4
SL00002321,S0001411,L0002507,3
SL00002322,S0001412,L0002508,2
SL00002323,S0001412,L0002509,1
SL00002324,S0001413,L0002510,3
SL00002325,S0001414,L0002510,2
SL00002326,S0001413,L0002511,5
SL00002327,S0001415,L0002513,2
SL00002328,S0001416,L0002514,4
SL00002329,S0001416,L0002515,2
SL00002330,S0001417,L0002516,2
SL00002331,S0001417,L0002517,2
SL00002332,S0001417,L0002518,5
SL00002333,S0001418,L0002519,2
SL00002334,S0001418,L0002520,3
SL00002335,S0001419,L0002521,2
SL00002336,S0001420,L0002522,1
SL00002337,S0001421,L0002522,2
SL00002338,S0001422,L0002523,3
SL00002339,S0001422,L0002524,1
SL00002340,S0001423,L0002525,5
SL00002341,S0001424,L0002526,2
SL00002342,S0001425,L0002526,3
SL00002343,S0001426,L0002527,3
SL00002344,S0001427,L0002528,3
SL00002345,S0001427,L0002529,5
SL00002346,S0001428,L0002530,4
SL00002347,S0001428,L0002531,5
SL00002348,S0001428,L0002532,4
SL00002349,S0001429,L0002533,1
SL00002350,S0001431,L0002534,3
SL00002351,S0001432,L0002535,1
SL00002352,S0001433,L0002536,1
SL00002353,S0001433,L0002537,5
SL00002354,S0001434,L0002538,1
SL00002355,S0001435,L0002538,1
SL00002356,S0001436,L0002538,3
SL00002357,S0001434,L0002539,2
SL00002358,S0001436,L0002539,1
SL00002359,S0001437,L0002540,4
SL00002360,S0001437,L0002541,4
SL00002361,S0001437,L0002542,2
SL00002362,S0001438,L0002543,2
SL00002363,S0001439,L0002544,4
SL00002364,S0001440,L0002545,5
SL00002365,S0001440,L0002546,4
SL00002366,S0001441,L0002547,2
SL00002367,S0001442,L0002548,4
SL00002368,S0001443,L0002549,4
SL00002369,S0001443,L0002550,4
SL00002370,S0001444,L0002552,1
SL00002371,S0001445,L0002555,3
SL00002372,S0001445,L0002556,5
SL00002373,S0001446,L0002557,2
SL00002374,S0001446,L0002558,2
SL00002375,S0001447,L0002559,5
SL00002376,S0001447,L0002560,1
SL00002377,S0001447,L0002561,2
SL00002378,S0001448,L0002562,2
SL00002379,S0001449,L0002566,4
SL00002380,S0001450,L0002567,3
SL00002381,S0001450,L0002568,5
SL00002382,S0001450,L0002569,5
SL00002383,S0001451,L0002570,5
SL00002384,S0001451,L0002571,4
SL00002385,S0001451,L0002572,4
SL00002386,S0001452,L0002573,3
SL00002387,S0001452,L0002574,4
SL00002388,S0001452,L0002575,4
SL00002389,S0001453,L0002576,5
SL00002390,S0001454,L0002577,1
SL00002391,S0001454,L0002578,3
SL00002392,S0001454,L0002579,5
SL00002393,S0001455,L0002580,2
SL00002394,S0001456,L0002583,3
SL00002395,S0001456,L0002584,3
SL00002396,S0001456,L0002585,3
SL00002397,S0001457,L0002586,5
SL00002398,S0001457,L0002587,4
SL00002399,S0001457,L0002588,2
SL00002400,S0001458,L0002589,1
SL00002401,S0001459,L0002590,1
SL00002402,S0001460,L0002591,3
SL00002403,S0001461,L0002592,4
SL00002404,S0001461,L0002593,1
SL00002405,S0001461,L0002594,3
SL00002406,S0001462,L0002595,3
SL00002407,S0001462,L0002596,3
SL00002408,S0001463,L0002597,1
SL00002409,S0001463,L0002598,5
SL00002410,S0001464,L0002599,2
SL00002411,S0001464,L0002600,2
SL00002412,S0001464,L0002601,2
SL00002413,S0001465,L0002602,3
SL00002414,S0001465,L0002603,3
SL00002415,S0001466,L0002604,2
SL00002416,S0001466,L0002605,5
SL00002417,S0001469,L0002610,4
SL00002418,S0001470,L0002611,1
SL00002419,S0001471,L0002611,2
SL00002420,S0001472,L0002612,1
SL00002421,S0001470,L0002613,1
SL00002422,S0001472,L0002613,3
SL00002423,S0001473,L0002614,1
SL00002424,S0001473,L0002615,5
SL00002425,S0001474,L0002616,5
SL00002426,S0001474,L0002617,3
SL00002427,S0001475,L0002618,2
SL00002428,S0001476,L0002618,3
SL00002429,S0001477,L0002619,5
SL00002430,S0001478,L0002620,4
SL00002431,S0001480,L0002622,5
SL00002432,S0001481,L0002625,4
SL00002433,S0001481,L0002626,1
SL00002434,S0001482,L0002629,4
SL00002435,S0001483,L0002630,3
SL00002436,S0001484,L0002630,2
SL00002437,S0001483,L0002631,4
SL00002438,S0001484,L0002631,1
SL00002439,S0001483,L0002632,1
SL00002440,S0001484,L0002632,2
SL00002441,S0001485,L0002633,3
SL00002442,S0001486,L0002634,3
SL00002443,S0001486,L0002635,2
SL00002444,S0001487,L0002636,2
SL00002445,S0001487,L0002637,3
SL00002446,S0001487,L0002638,3
SL00002447,S0001488,L0002639,4
SL00002448,S0001488,L0002640,4
SL00002449,S0001488,L0002641,3
SL00002450,S0001489,L0002642,3
SL00002451,S0001490,L0002643,2
SL00002452,S0001490,L0002644,5
SL00002453,S0001492,L0002646,1
SL00002454,S0001493,L0002647,2
SL00002455,S0001494,L0002649,2
SL00002456,S0001494,L0002650,3
SL00002457,S0001494,L0002651,2
SL00002458,S0001495,L0002653,5
SL00002459,S0001496,L0002654,4
SL00002460,S0001496,L0002655,4
SL00002461,S0001497,L0002656,1
SL00002462,S0001498,L0002657,1
SL00002463,S0001498,L0002658,4
SL00002464,S0001499,L0002659,5
SL00002465,S0001499,L0002660,4
SL00002466,S0001499,L0002661,3
SL00002467,S0001500,L0002662,1
SL00002468,S0001501,L0002663,2
SL00002469,S0001501,L0002664,4
SL00002470,S0001502,L0002665,5
SL00002471,S0001502,L0002666,4
SL00002472,S0001503,L0002667,5
SL00002473,S0001505,L0002672,3
SL00002474,S0001505,L0002673,2
SL00002475,S0001507,L0002676,3
SL00002476,S0001507,L0002677,5
SL00002477,S0001508,L0002678,3
SL00002478,S0001508,L0002679,3
SL00002479,S0001508,L0002680,5
SL00002480,S0001509,L0002681,4
SL00002481,S0001509,L0002682,2
SL00002482,S0001510,L0002686,4
SL00002483,S0001511,L0002687,2
SL00002484,S0001511,L0002688,4
SL00002485,S0001512,L0002689,1
SL00002486,S0001512,L0002690,1
SL00002487,S0001512,L0002691,5
SL00002488,S0001513,L0002692,1
SL00002489,S0001514,L0002693,3
SL00002490,S0001514,L0002694,1
SL00002491,S0001515,L0002695,4
SL00002492,S0001515,L0002696,4
SL00002493,S0001517,L0002700,2
SL00002494,S0001518,L0002701,4
SL00002495,S0001518,L0002702,5
SL00002496,S0001518,L0002703,5
SL00002497,S0001518,L0002704,3
SL00002498,S0001519,L0002705,4
SL00002499,S0001519,L0002706,3
SL00002500,S0001521,L0002711,2
SL00002501,S0001522,L0002712,4
SL00002502,S0001522,L0002713,2
SL00002503,S0001523,L0002714,2
SL00002504,S0001524,L0002715,3
SL00002505,S0001525,L0002716,5
SL00002506,S0001525,L0002717,1
SL00002507,S0001526,L0002718,4
SL00002508,S0001527,L0002719,3
SL00002509,S0001528,L0002720,4
SL00002510,S0001529,L0002721,4
SL00002511,S0001529,L0002722,4
SL00002512,S0001529,L0002723,1
SL00002513,S0001530,L0002724,1
SL00002514,S0001531,L0002725,1
SL00002515,S0001531,L0002726,4
SL00002516,S0001532,L0002727,1
SL00002517,S0001533,L0002728,2
SL00002518,S0001533,L0002729,1
SL00002519,S0001533,L0002730,1
SL00002520,S0001534,L0002731,5
SL00002521,S0001534,L0002732,3
SL00002522,S0001535,L0002734,2
SL00002523,S0001536,L0002735,2
SL00002524,S0001537,L0002735,1
SL00002525,S0001536,L0002736,2
SL00002526,S0001537,L0002736,3
SL00002527,S0001536,L0002737,1
SL00002528,S0001537,L0002737,1
SL00002529,S0001538,L0002737,1
SL00002530,S0001539,L0002738,4
SL00002531,S0001540,L0002739,4
SL00002532,S0001540,L0002740,1
SL00002533,S0001541,L0002740,2
SL00002534,S0001540,L0002741,2
SL00002535,S0001541,L0002741,3
SL00002536,S0001542,L0002742,4
SL00002537,S0001542,L0002743,5
SL00002538,S0001543,L0002745,2
SL00002539,S0001544,L0002746,5
SL00002540,S0001545,L0002747,2
SL00002541,S0001546,L0002748,1
SL00002542,S0001546,L0002749,3
SL00002543,S0001547,L0002751,4
SL00002544,S0001548,L0002752,5
SL00002545,S0001548,L0002753,2
SL00002546,S0001549,L0002754,4
SL00002547,S0001549,L0002755,5
SL00002548,S0001549,L0002756,5
SL00002549,S0001549,L0002757,4
SL00002550,S0001550,L0002758,3
SL00002551,S0001550,L0002759,4
SL00002552,S0001551,L0002760,3
SL00002553,S0001552,L0002761,2
SL00002554,S0001553,L0002762,2
SL00002555,S0001553,L0002763,2
SL00002556,S0001554,L0002764,1
