line_item_id,order_id,product_id,quantity,unit_price_in_cents,line_status
L0005307,O002782,P0341,4,12011,fulfilled
L0005308,O002783,P0271,4,18860,fulfilled
L0005309,O002783,P0054,1,36992,fulfilled
L0005310,O002784,P0297,4,26836,fulfilled
L0005311,O002784,P0082,2,41290,fulfilled
L0005312,O002785,P0319,3,15867,fulfilled
L0005313,O002786,P0177,2,38544,fulfilled
L0005314,O002787,P0436,1,18299,pending
L0005315,O002787,P0395,5,42112,pending
L0005316,O002788,P0430,1,32606,fulfilled
L0005317,O002789,P0045,5,44511,cancelled
L0005318,O002790,P0461,4,16998,fulfilled
L0005319,O002790,P0062,4,31947,fulfilled
L0005320,O002790,P0342,3,2921,fulfilled
L0005321,O002791,P0285,2,43629,fulfilled
L0005322,O002791,P0002,4,22204,fulfilled
L0005323,O002791,P0477,3,9665,fulfilled
L0005324,O002791,P0233,4,13096,fulfilled
L0005325,O002792,P0461,5,17125,fulfilled
L0005326,O002792,P0477,5,10181,pending
L0005327,O002793,P0354,4,10356,fulfilled
L0005328,O002793,P0313,4,34063,fulfilled
L0005329,O002794,P0007,4,3343,fulfilled
L0005330,O002795,P0182,1,3551,fulfilled
L0005331,O002795,P0413,2,48974,fulfilled
L0005332,O002795,P0382,1,41801,fulfilled
L0005333,O002796,P0470,5,20358,fulfilled
L0005334,O002796,P0087,2,20271,fulfilled
L0005335,O002797,P0184,5,35838,fulfilled
L0005336,O002797,P0430,5,30941,fulfilled
L0005337,O002797,P0016,2,45283,fulfilled
L0005338,O002798,P0314,5,8839,fulfilled
L0005339,O002799,P0218,4,39848,fulfilled
L0005340,O002799,P0280,3,38127,fulfilled
L0005341,O002800,P0360,3,21861,fulfilled
L0005342,O002801,P0496,2,12257,cancelled
L0005343,O002801,P0032,4,31138,cancelled
L0005344,O002801,P0270,3,26780,cancelled
L0005345,O002802,P0199,5,20316,fulfilled
L0005346,O002802,P0088,4,1652,fulfilled
L0005347,O002803,P0377,3,21923,fulfilled
L0005348,O002803,P0397,3,35102,fulfilled
L0005349,O002804,P0105,2,41144,fulfilled
L0005350,O002804,P0432,1,7852,fulfilled
L0005351,O002805,P0392,2,13713,pending
L0005352,O002805,P0175,5,15052,pending
L0005353,O002806,P0184,5,38046,fulfilled
L0005354,O002807,P0154,3,32002,fulfilled
L0005355,O002808,P0008,3,39008,fulfilled
L0005356,O002809,P0424,3,34334,fulfilled
L0005357,O002809,P0469,5,34883,fulfilled
L0005358,O002810,P0039,4,38277,fulfilled
L0005359,O002810,P0497,1,44451,fulfilled
L0005360,O002810,P0243,4,18464,fulfilled
L0005361,O002811,P0036,4,31352,fulfilled
L0005362,O002811,P0472,5,26757,fulfilled
L0005363,O002812,P0421,5,23455,fulfilled
L0005364,O002812,P0158,4,43670,fulfilled
L0005365,O002812,P0193,2,20306,fulfilled
L0005366,O002813,P0450,4,1357,fulfilled
L0005367,O002813,P0087,5,18886,fulfilled
L0005368,O002813,P0137,4,47165,fulfilled
L0005369,O002814,P0136,4,30953,fulfilled
L0005370,O002814,P0200,3,33142,fulfilled
L0005371,O002815,P0435,3,24276,fulfilled
L0005372,O002815,P0486,1,49655,fulfilled
L0005373,O002815,P0109,2,27242,fulfilled
L0005374,O002816,P0475,1,24130,pending
L0005375,O002817,P0277,2,26480,fulfilled
L0005376,O002818,P0472,1,26429,pending
L0005377,O002818,P0264,2,5626,pending
L0005378,O002819,P0012,5,38991,fulfilled
L0005379,O002819,P0385,1,37667,fulfilled
L0005380,O002820,P0082,2,41382,fulfilled
L0005381,O002821,P0440,4,1224,fulfilled
L0005382,O002821,P0229,4,9298,fulfilled
L0005383,O002822,P0227,1,570,fulfilled
L0005384,O002822,P0112,2,12762,fulfilled
L0005385,O002822,P0094,1,19497,fulfilled
L0005386,O002823,P0389,1,31590,fulfilled
L0005387,O002824,P0389,3,33838,fulfilled
L0005388,O002824,P0292,5,30057,fulfilled
L0005389,O002824,P0159,3,39567,fulfilled
L0005390,O002825,P0323,3,10993,fulfilled
L0005391,O002826,P0224,1,14173,fulfilled
L0005392,O002826,P0361,4,13527,fulfilled
L0005393,O002827,P0348,4,21347,pending
L0005394,O002827,P0365,4,38035,pending
L0005395,O002828,P0248,4,4239,fulfilled
L0005396,O002828,P0237,3,13701,fulfilled
L0005397,O002829,P0464,2,8951,fulfilled
L0005398,O002829,P0444,4,22047,fulfilled
L0005399,O002830,P0480,4,24338,fulfilled
L0005400,O002831,P0336,1,40941,fulfilled
L0005401,O002831,P0028,4,23752,fulfilled
L0005402,O002831,P0053,2,45450,fulfilled
L0005403,O002832,P0137,4,42305,cancelled
L0005404,O002832,P0437,2,30583,cancelled
L0005405,O002832,P0159,2,41769,cancelled
L0005406,O002833,P0457,5,6576,fulfilled
L0005407,O002834,P0149,5,24652,fulfilled
L0005408,O002834,P0456,3,472,fulfilled
L0005409,O002835,P0281,4,16786,fulfilled
L0005410,O002835,P0148,1,40642,fulfilled
L0005411,O002835,P0299,1,779,fulfilled
L0005412,O002836,P0211,2,41272,fulfilled
L0005413,O002836,P0152,5,32244,fulfilled
L0005414,O002836,P0255,1,36770,fulfilled
L0005415,O002836,P0395,5,39282,fulfilled
L0005416,O002837,P0358,2,22923,fulfilled
L0005417,O002838,P0247,4,12516,fulfilled
L0005418,O002839,P0157,4,38531,fulfilled
L0005419,O002839,P0227,5,651,fulfilled
L0005420,O002840,P0098,4,1369,fulfilled
L0005421,O002841,P0105,5,37812,cancelled
L0005422,O002841,P0082,1,42435,cancelled
L0005423,O002842,P0321,2,38370,cancelled
L0005424,O002843,P0075,5,39329,fulfilled
L0005425,O002844,P0093,3,13313,cancelled
L0005426,O002844,P0084,2,6313,cancelled
L0005427,O002845,P0050,3,32460,fulfilled
L0005428,O002845,P0373,4,14122,fulfilled
L0005429,O002846,P0364,3,26177,fulfilled
L0005430,O002846,P0296,2,45098,fulfilled
L0005431,O002847,P0437,1,31852,pending
L0005432,O002847,P0435,4,24720,pending
L0005433,O002848,P0482,3,38974,fulfilled
L0005434,O002849,P0395,3,36748,pending
L0005435,O002850,P0417,2,15548,fulfilled
L0005436,O002850,P0263,4,21968,fulfilled
L0005437,O002851,P0336,4,40752,fulfilled
L0005438,O002852,P0425,5,16278,fulfilled
L0005439,O002852,P0211,3,39517,fulfilled
L0005440,O002853,P0379,4,28123,pending
L0005441,O002853,P0262,1,17886,fulfilled
L0005442,O002853,P0417,3,16739,fulfilled
L0005443,O002854,P0047,1,43568,fulfilled
L0005444,O002854,P0299,1,705,fulfilled
L0005445,O002854,P0256,5,21359,fulfilled
L0005446,O002855,P0260,4,4751,fulfilled
L0005447,O002856,P0371,1,24005,fulfilled
L0005448,O002856,P0084,5,7188,fulfilled
L0005449,O002856,P0278,2,26335,fulfilled
L0005450,O002857,P0398,5,41856,fulfilled
L0005451,O002858,P0254,3,36589,fulfilled
L0005452,O002859,P0290,5,38799,fulfilled
L0005453,O002859,P0250,2,4655,fulfilled
L0005454,O002860,P0016,5,45003,fulfilled
L0005455,O002860,P0350,5,35182,fulfilled
L0005456,O002861,P0426,3,38005,fulfilled
L0005457,O002861,P0077,2,41476,fulfilled
L0005458,O002862,P0289,5,25701,fulfilled
L0005459,O002863,P0407,2,7378,fulfilled
L0005460,O002864,P0453,2,14262,fulfilled
L0005461,O002865,P0469,1,37585,fulfilled
L0005462,O002866,P0348,5,22862,fulfilled
L0005463,O002867,P0115,5,3343,fulfilled
L0005464,O002867,P0447,4,17846,fulfilled
L0005465,O002867,P0374,5,5464,fulfilled
L0005466,O002868,P0019,4,25233,cancelled
L0005467,O002868,P0201,2,20718,cancelled
L0005468,O002869,P0108,3,15403,pending
L0005469,O002869,P0129,5,39324,fulfilled
L0005470,O002870,P0123,3,15576,fulfilled
L0005471,O002870,P0321,2,40661,fulfilled
L0005472,O002870,P0131,4,26987,fulfilled
L0005473,O002871,P0158,1,44996,pending
L0005474,O002871,P0261,5,24982,pending
L0005475,O002871,P0091,2,13758,pending
L0005476,O002872,P0235,2,41275,pending
L0005477,O002873,P0075,2,38418,fulfilled
L0005478,O002873,P0212,2,43083,fulfilled
L0005479,O002873,P0285,1,41601,fulfilled
L0005480,O002874,P0296,3,46498,fulfilled
L0005481,O002875,P0491,5,3464,pending
L0005482,O002876,P0078,5,39013,fulfilled
L0005483,O002876,P0184,4,36313,fulfilled
L0005484,O002876,P0430,1,32320,fulfilled
L0005485,O002877,P0443,5,12599,fulfilled
L0005486,O002877,P0060,5,22648,fulfilled
L0005487,O002878,P0038,3,17607,fulfilled
L0005488,O002879,P0435,4,25735,fulfilled
L0005489,O002880,P0005,3,32008,fulfilled
L0005490,O002881,P0349,1,10988,fulfilled
L0005491,O002882,P0276,2,6224,fulfilled
L0005492,O002882,P0319,3,17709,fulfilled
L0005493,O002882,P0003,1,4576,fulfilled
L0005494,O002883,P0364,1,24161,fulfilled
L0005495,O002883,P0310,1,32116,fulfilled
L0005496,O002884,P0022,2,22647,fulfilled
L0005497,O002885,P0415,5,2576,fulfilled
L0005498,O002886,P0088,5,1563,fulfilled
L0005499,O002887,P0197,5,12960,fulfilled
L0005500,O002887,P0234,5,30109,fulfilled
L0005501,O002887,P0437,1,32983,fulfilled
L0005502,O002887,P0221,1,30963,fulfilled
L0005503,O002888,P0439,3,35097,fulfilled
L0005504,O002889,P0124,5,41749,fulfilled
L0005505,O002889,P0335,1,41976,fulfilled
L0005506,O002889,P0156,2,28911,fulfilled
L0005507,O002890,P0260,1,4372,fulfilled
L0005508,O002890,P0378,4,24889,fulfilled
L0005509,O002891,P0086,1,33004,pending
L0005510,O002891,P0280,1,37743,pending
L0005511,O002892,P0008,4,37245,fulfilled
L0005512,O002892,P0477,2,9834,fulfilled
L0005513,O002892,P0301,1,2957,fulfilled
L0005514,O002893,P0058,4,44381,fulfilled
L0005515,O002894,P0334,1,30795,fulfilled
L0005516,O002894,P0115,1,3305,fulfilled
L0005517,O002895,P0107,5,6497,cancelled
L0005518,O002895,P0483,2,4837,cancelled
L0005519,O002895,P0327,2,18000,cancelled
L0005520,O002896,P0143,2,29198,fulfilled
L0005521,O002897,P0125,5,43757,fulfilled
L0005522,O002898,P0025,2,32548,fulfilled
L0005523,O002898,P0033,4,25586,fulfilled
L0005524,O002899,P0125,5,46463,fulfilled
L0005525,O002900,P0409,3,27985,fulfilled
L0005526,O002901,P0210,5,26533,fulfilled
L0005527,O002901,P0352,3,18341,fulfilled
L0005528,O002902,P0029,1,40409,fulfilled
L0005529,O002902,P0471,5,42055,fulfilled
L0005530,O002902,P0073,4,14253,fulfilled
L0005531,O002903,P0392,3,14105,cancelled
L0005532,O002903,P0252,2,3041,cancelled
L0005533,O002904,P0423,2,42209,fulfilled
L0005534,O002905,P0295,4,36585,fulfilled
L0005535,O002906,P0211,3,40951,fulfilled
L0005536,O002906,P0461,2,17032,fulfilled
L0005537,O002907,P0128,5,27026,fulfilled
L0005538,O002907,P0104,3,14808,fulfilled
L0005539,O002908,P0348,3,23738,fulfilled
L0005540,O002908,P0438,1,43462,fulfilled
L0005541,O002909,P0231,3,16505,fulfilled
L0005542,O002909,P0341,1,12125,fulfilled
L0005543,O002910,P0134,1,944,fulfilled
L0005544,O002911,P0359,1,37864,fulfilled
L0005545,O002912,P0033,1,27203,fulfilled
L0005546,O002913,P0395,5,37329,fulfilled
L0005547,O002913,P0018,4,38457,fulfilled
L0005548,O002914,P0269,5,28870,fulfilled
L0005549,O002915,P0121,4,43418,fulfilled
L0005550,O002916,P0469,1,39760,fulfilled
L0005551,O002917,P0443,5,12490,pending
L0005552,O002917,P0119,1,47966,fulfilled
L0005553,O002917,P0213,5,23073,pending
L0005554,O002918,P0268,2,34613,cancelled
L0005555,O002918,P0054,3,37567,cancelled
L0005556,O002918,P0410,2,21638,cancelled
L0005557,O002919,P0195,4,31889,fulfilled
L0005558,O002920,P0373,4,13373,fulfilled
L0005559,O002921,P0230,1,43951,fulfilled
L0005560,O002922,P0135,3,5895,fulfilled
L0005561,O002922,P0166,2,43720,fulfilled
L0005562,O002923,P0260,1,4155,pending
L0005563,O002924,P0376,2,24551,fulfilled
L0005564,O002925,P0456,4,492,fulfilled
L0005565,O002925,P0451,4,36349,fulfilled
L0005566,O002925,P0305,4,10318,fulfilled
L0005567,O002926,P0140,2,42412,fulfilled
L0005568,O002926,P0156,3,33002,fulfilled
L0005569,O002927,P0047,1,46899,fulfilled
L0005570,O002927,P0222,3,26398,fulfilled
L0005571,O002928,P0235,2,43818,pending
L0005572,O002928,P0095,4,27118,pending
L0005573,O002929,P0021,2,17048,fulfilled
L0005574,O002929,P0124,5,40029,fulfilled
L0005575,O002930,P0113,1,6478,fulfilled
L0005576,O002931,P0434,5,18417,fulfilled
L0005577,O002932,P0335,1,41262,fulfilled
L0005578,O002932,P0404,1,38324,fulfilled
L0005579,O002933,P0322,2,34008,fulfilled
L0005580,O002934,P0008,2,40766,fulfilled
L0005581,O002934,P0099,2,35575,fulfilled
L0005582,O002935,P0186,1,34411,fulfilled
L0005583,O002935,P0141,3,40558,fulfilled
L0005584,O002936,P0101,2,35247,fulfilled
L0005585,O002937,P0204,4,36333,pending
L0005586,O002937,P0078,4,42492,pending
L0005587,O002938,P0399,2,45006,fulfilled
L0005588,O002939,P0416,4,889,fulfilled
L0005589,O002940,P0478,2,20481,fulfilled
L0005590,O002940,P0066,4,11062,fulfilled
L0005591,O002941,P0217,1,11005,fulfilled
L0005592,O002941,P0012,2,36064,fulfilled
L0005593,O002942,P0146,5,21833,fulfilled
L0005594,O002942,P0271,2,18342,fulfilled
L0005595,O002942,P0103,3,1023,fulfilled
L0005596,O002942,P0312,3,34758,fulfilled
L0005597,O002943,P0275,2,11764,fulfilled
L0005598,O002944,P0205,5,26770,fulfilled
L0005599,O002945,P0181,4,14395,fulfilled
L0005600,O002945,P0011,4,11152,fulfilled
L0005601,O002946,P0001,4,20079,fulfilled
L0005602,O002947,P0425,4,17479,fulfilled
L0005603,O002948,P0373,4,14179,fulfilled
L0005604,O002948,P0376,4,26431,fulfilled
L0005605,O002948,P0459,4,26757,fulfilled
L0005606,O002949,P0176,3,36430,pending
L0005607,O002950,P0400,2,17915,fulfilled
L0005608,O002951,P0253,5,41486,fulfilled
L0005609,O002952,P0258,3,28140,fulfilled
L0005610,O002953,P0487,2,18781,fulfilled
L0005611,O002954,P0438,2,49519,cancelled
L0005612,O002954,P0238,5,18141,cancelled
L0005613,O002954,P0082,5,37991,cancelled
L0005614,O002955,P0200,1,35423,fulfilled
L0005615,O002955,P0064,3,4910,fulfilled
L0005616,O002956,P0379,4,29918,fulfilled
L0005617,O002957,P0222,5,27987,fulfilled
L0005618,O002957,P0225,2,34659,fulfilled
L0005619,O002958,P0147,3,7212,fulfilled
L0005620,O002959,P0246,2,31972,fulfilled
L0005621,O002959,P0422,2,28569,fulfilled
L0005622,O002960,P0362,5,22454,fulfilled
L0005623,O002961,P0229,1,9748,fulfilled
L0005624,O002961,P0274,2,29763,fulfilled
L0005625,O002962,P0471,3,43664,fulfilled
L0005626,O002963,P0019,5,25354,fulfilled
L0005627,O002963,P0165,5,30083,fulfilled
L0005628,O002963,P0276,3,5982,fulfilled
L0005629,O002963,P0143,4,26341,fulfilled
L0005630,O002964,P0348,5,23832,fulfilled
L0005631,O002964,P0162,1,28769,fulfilled
L0005632,O002965,P0103,1,1073,fulfilled
L0005633,O002965,P0285,3,43516,fulfilled
L0005634,O002966,P0347,3,6682,fulfilled
L0005635,O002967,P0367,4,8920,fulfilled
L0005636,O002968,P0187,1,22528,fulfilled
L0005637,O002969,P0088,3,1585,fulfilled
L0005638,O002969,P0248,4,4125,fulfilled
L0005639,O002970,P0143,1,26581,fulfilled
L0005640,O002970,P0175,4,15015,fulfilled
L0005641,O002971,P0131,4,28390,fulfilled
L0005642,O002971,P0452,3,33771,fulfilled
L0005643,O002972,P0476,3,34173,pending
L0005644,O002972,P0319,4,15983,pending
L0005645,O002972,P0275,2,10592,pending
L0005646,O002973,P0051,3,7898,fulfilled
L0005647,O002974,P0481,3,1629,cancelled
L0005648,O002975,P0457,1,7250,fulfilled
L0005649,O002976,P0154,2,35701,fulfilled
L0005650,O002977,P0266,3,5831,fulfilled
L0005651,O002977,P0021,3,18345,fulfilled
L0005652,O002978,P0157,4,42688,fulfilled
L0005653,O002978,P0164,3,14881,fulfilled
L0005654,O002978,P0293,3,9629,fulfilled
L0005655,O002979,P0263,5,21685,fulfilled
L0005656,O002979,P0318,2,16634,fulfilled
L0005657,O002980,P0407,2,7315,fulfilled
L0005658,O002980,P0342,5,3329,fulfilled
L0005659,O002981,P0399,4,43292,pending
L0005660,O002982,P0207,3,9217,fulfilled
L0005661,O002982,P0241,4,11238,fulfilled
L0005662,O002982,P0395,5,36578,fulfilled
L0005663,O002982,P0089,4,512,fulfilled
L0005664,O002983,P0321,3,36767,fulfilled
L0005665,O002983,P0313,1,32602,fulfilled
L0005666,O002984,P0083,1,22615,fulfilled
L0005667,O002984,P0409,2,29736,fulfilled
L0005668,O002984,P0165,1,31274,fulfilled
L0005669,O002985,P0316,2,9450,fulfilled
L0005670,O002985,P0036,3,32424,fulfilled
L0005671,O002986,P0194,1,13465,fulfilled
L0005672,O002987,P0051,4,7654,fulfilled
L0005673,O002988,P0171,5,29418,fulfilled
L0005674,O002988,P0419,1,4106,fulfilled
L0005675,O002988,P0035,1,1217,fulfilled
L0005676,O002989,P0295,3,36726,pending
L0005677,O002989,P0250,4,4102,fulfilled
L0005678,O002990,P0124,3,36681,fulfilled
L0005679,O002991,P0118,5,15871,pending
L0005680,O002992,P0004,5,3994,pending
L0005681,O002993,P0199,5,20856,fulfilled
L0005682,O002993,P0259,2,37037,fulfilled
L0005683,O002994,P0098,2,1492,cancelled
L0005684,O002995,P0340,3,39237,fulfilled
L0005685,O002996,P0197,1,13014,fulfilled
L0005686,O002997,P0205,4,26763,fulfilled
L0005687,O002998,P0365,2,38874,fulfilled
L0005688,O002998,P0336,2,45282,fulfilled
L0005689,O002999,P0336,4,44378,fulfilled
L0005690,O003000,P0431,4,31208,fulfilled
L0005691,O003001,P0266,2,5806,cancelled
L0005692,O003001,P0494,3,42829,cancelled
L0005693,O003001,P0242,1,41409,cancelled
L0005694,O003002,P0200,1,37149,fulfilled
L0005695,O003003,P0477,1,9797,fulfilled
L0005696,O003004,P0030,2,26081,fulfilled
L0005697,O003005,P0376,4,24756,fulfilled
L0005698,O003005,P0177,2,34458,fulfilled
L0005699,O003006,P0228,4,11278,fulfilled
L0005700,O003006,P0210,5,24526,fulfilled
L0005701,O003007,P0108,2,15338,fulfilled
L0005702,O003007,P0164,5,14252,fulfilled
L0005703,O003007,P0494,1,42571,fulfilled
L0005704,O003008,P0129,3,39372,fulfilled
L0005705,O003008,P0410,4,22152,fulfilled
L0005706,O003008,P0203,2,1179,fulfilled
L0005707,O003009,P0008,3,36701,fulfilled
L0005708,O003010,P0269,4,30440,fulfilled
L0005709,O003010,P0070,3,21774,fulfilled
L0005710,O003011,P0162,2,30213,fulfilled
L0005711,O003011,P0042,2,14745,fulfilled
L0005712,O003012,P0479,2,26676,fulfilled
L0005713,O003013,P0265,1,44561,fulfilled
L0005714,O003014,P0486,5,45689,fulfilled
L0005715,O003014,P0066,2,10788,fulfilled
L0005716,O003015,P0148,2,38459,fulfilled
L0005717,O003016,P0144,3,24089,fulfilled
L0005718,O003016,P0231,3,16794,fulfilled
L0005719,O003017,P0457,1,6989,fulfilled
L0005720,O003018,P0478,3,19295,fulfilled
L0005721,O003018,P0258,1,31117,fulfilled
L0005722,O003019,P0454,4,16871,fulfilled
L0005723,O003019,P0042,3,14100,fulfilled
L0005724,O003019,P0142,3,16457,fulfilled
L0005725,O003020,P0493,1,2120,fulfilled
L0005726,O003020,P0288,2,4309,fulfilled
L0005727,O003021,P0182,2,3381,fulfilled
L0005728,O003021,P0004,3,3849,fulfilled
L0005729,O003022,P0219,3,31941,fulfilled
L0005730,O003022,P0109,5,27389,fulfilled
L0005731,O003022,P0195,3,33473,fulfilled
L0005732,O003023,P0071,5,23910,pending
L0005733,O003023,P0358,4,23335,pending
L0005734,O003023,P0067,2,19821,pending
L0005735,O003024,P0275,2,10632,fulfilled
L0005736,O003024,P0248,3,4616,fulfilled
L0005737,O003025,P0397,3,38321,fulfilled
L0005738,O003025,P0148,4,38263,fulfilled
L0005739,O003026,P0371,1,25043,fulfilled
L0005740,O003026,P0101,2,32308,fulfilled
L0005741,O003026,P0317,2,31756,fulfilled
L0005742,O003027,P0168,4,14006,fulfilled
L0005743,O003027,P0398,5,36785,fulfilled
L0005744,O003027,P0268,4,30091,fulfilled
L0005745,O003028,P0490,3,9217,fulfilled
L0005746,O003029,P0435,5,25447,pending
L0005747,O003029,P0349,5,11106,pending
L0005748,O003030,P0320,4,14107,fulfilled
L0005749,O003031,P0053,1,45013,fulfilled
L0005750,O003031,P0275,1,11096,fulfilled
L0005751,O003032,P0103,1,1013,fulfilled
L0005752,O003032,P0348,2,24276,fulfilled
L0005753,O003033,P0152,1,30206,fulfilled
L0005754,O003034,P0281,2,17094,cancelled
L0005755,O003035,P0468,5,44434,fulfilled
L0005756,O003035,P0183,1,17663,fulfilled
L0005757,O003035,P0166,4,48755,fulfilled
L0005758,O003035,P0036,3,30512,fulfilled
L0005759,O003036,P0039,3,37189,pending
L0005760,O003036,P0152,5,29183,pending
L0005761,O003037,P0342,3,2934,pending
L0005762,O003037,P0268,5,32549,pending
L0005763,O003037,P0280,1,39199,pending
L0005764,O003038,P0481,5,1499,pending
L0005765,O003039,P0292,3,31311,fulfilled
L0005766,O003040,P0006,4,5556,pending
L0005767,O003041,P0109,3,25368,fulfilled
L0005768,O003042,P0078,2,41451,pending
L0005769,O003042,P0045,1,41482,pending
L0005770,O003043,P0247,3,12368,fulfilled
L0005771,O003043,P0279,2,20435,fulfilled
L0005772,O003043,P0205,1,25580,fulfilled
L0005773,O003044,P0432,4,8723,pending
L0005774,O003045,P0357,5,1554,fulfilled
L0005775,O003045,P0415,5,2863,fulfilled
L0005776,O003046,P0257,1,23296,fulfilled
L0005777,O003046,P0084,4,6565,fulfilled
L0005778,O003047,P0135,1,5651,fulfilled
L0005779,O003047,P0433,1,17467,fulfilled
L0005780,O003047,P0034,3,39191,fulfilled
L0005781,O003048,P0082,4,43707,fulfilled
L0005782,O003048,P0089,5,455,fulfilled
L0005783,O003049,P0224,1,13800,fulfilled
L0005784,O003049,P0181,2,14280,fulfilled
L0005785,O003050,P0465,4,20293,fulfilled
L0005786,O003050,P0391,4,37671,fulfilled
L0005787,O003050,P0272,1,25476,fulfilled
L0005788,O003050,P0342,5,3333,fulfilled
L0005789,O003051,P0250,1,4601,fulfilled
L0005790,O003051,P0142,1,18301,fulfilled
L0005791,O003052,P0234,2,28796,fulfilled
L0005792,O003052,P0052,4,24008,fulfilled
L0005793,O003053,P0057,5,13918,fulfilled
L0005794,O003054,P0065,5,36496,fulfilled
L0005795,O003055,P0190,5,45911,fulfilled
L0005796,O003055,P0370,3,518,fulfilled
L0005797,O003056,P0265,3,44889,pending
L0005798,O003056,P0495,3,10380,pending
L0005799,O003057,P0047,2,42549,fulfilled
L0005800,O003057,P0315,5,10460,fulfilled
L0005801,O003058,P0228,2,11039,fulfilled
L0005802,O003059,P0500,1,20778,pending
L0005803,O003060,P0469,3,37557,fulfilled
L0005804,O003060,P0215,1,30176,fulfilled
L0005805,O003060,P0170,1,21668,fulfilled
L0005806,O003061,P0049,4,25484,fulfilled
L0005807,O003061,P0446,2,24479,fulfilled
L0005808,O003062,P0195,1,30662,fulfilled
L0005809,O003062,P0424,3,34805,fulfilled
L0005810,O003062,P0016,2,43402,fulfilled
L0005811,O003063,P0210,1,26787,fulfilled
L0005812,O003064,P0040,4,1213,fulfilled
L0005813,O003064,P0316,4,9691,fulfilled
L0005814,O003064,P0266,3,5860,fulfilled
L0005815,O003065,P0089,1,514,fulfilled
L0005816,O003065,P0082,2,40774,fulfilled
L0005817,O003065,P0380,4,12120,fulfilled
L0005818,O003065,P0159,5,42133,fulfilled
L0005819,O003066,P0279,5,21610,fulfilled
L0005820,O003066,P0076,3,26478,fulfilled
L0005821,O003066,P0221,2,29212,fulfilled
L0005822,O003067,P0217,3,11081,fulfilled
L0005823,O003068,P0110,2,38975,fulfilled
L0005824,O003069,P0159,4,38000,fulfilled
L0005825,O003069,P0448,5,25115,fulfilled
L0005826,O003069,P0394,2,10548,fulfilled
L0005827,O003070,P0301,3,2690,fulfilled
L0005828,O003070,P0497,2,43493,fulfilled
L0005829,O003071,P0456,1,473,fulfilled
L0005830,O003071,P0418,5,32077,fulfilled
L0005831,O003072,P0013,5,34384,fulfilled
L0005832,O003072,P0202,3,25929,fulfilled
L0005833,O003073,P0240,4,20762,fulfilled
L0005834,O003073,P0115,4,3428,fulfilled
L0005835,O003074,P0427,2,36419,fulfilled
L0005836,O003074,P0028,3,21682,fulfilled
L0005837,O003075,P0237,4,13033,fulfilled
L0005838,O003075,P0224,5,14389,fulfilled
L0005839,O003075,P0387,1,5467,fulfilled
L0005840,O003076,P0067,5,22159,fulfilled
L0005841,O003077,P0311,3,41710,cancelled
L0005842,O003077,P0326,2,29324,cancelled
L0005843,O003077,P0024,1,14790,cancelled
L0005844,O003078,P0347,4,7136,fulfilled
L0005845,O003078,P0309,5,22787,fulfilled
L0005846,O003078,P0017,3,43410,fulfilled
L0005847,O003079,P0438,1,43961,fulfilled
L0005848,O003080,P0267,4,6048,fulfilled
L0005849,O003080,P0323,5,10783,fulfilled
L0005850,O003081,P0446,4,22452,fulfilled
L0005851,O003081,P0107,4,7354,fulfilled
L0005852,O003081,P0371,2,23905,fulfilled
L0005853,O003082,P0439,5,36632,fulfilled
L0005854,O003082,P0196,1,31716,fulfilled
L0005855,O003083,P0446,2,24361,fulfilled
L0005856,O003084,P0234,3,32743,fulfilled
L0005857,O003085,P0216,1,40356,fulfilled
L0005858,O003085,P0019,4,26175,fulfilled
L0005859,O003086,P0221,3,30582,fulfilled
L0005860,O003087,P0414,1,26748,fulfilled
L0005861,O003088,P0132,5,35701,fulfilled
L0005862,O003089,P0224,1,14649,fulfilled
L0005863,O003089,P0029,3,36580,fulfilled
L0005864,O003090,P0224,5,13558,fulfilled
L0005865,O003091,P0202,4,23996,fulfilled
L0005866,O003092,P0295,2,39841,cancelled
L0005867,O003092,P0343,2,5921,cancelled
L0005868,O003093,P0302,2,25089,fulfilled
L0005869,O003093,P0358,2,22485,fulfilled
L0005870,O003094,P0270,1,24307,fulfilled
L0005871,O003094,P0475,4,24276,fulfilled
L0005872,O003094,P0418,1,31843,fulfilled
L0005873,O003095,P0400,3,16157,fulfilled
L0005874,O003095,P0022,3,23135,fulfilled
L0005875,O003095,P0185,3,25242,fulfilled
L0005876,O003096,P0221,5,27995,fulfilled
L0005877,O003096,P0116,1,35222,fulfilled
L0005878,O003097,P0178,2,26424,fulfilled
L0005879,O003097,P0432,4,8774,fulfilled
L0005880,O003098,P0316,2,9012,fulfilled
L0005881,O003098,P0103,5,1047,fulfilled
L0005882,O003099,P0089,4,514,fulfilled
L0005883,O003099,P0300,2,41254,fulfilled
L0005884,O003100,P0146,3,23986,fulfilled
L0005885,O003100,P0141,4,36738,fulfilled
L0005886,O003101,P0249,2,488,fulfilled
L0005887,O003101,P0062,5,35634,fulfilled
L0005888,O003102,P0067,3,19947,fulfilled
L0005889,O003103,P0140,2,39471,fulfilled
L0005890,O003103,P0383,3,31741,fulfilled
L0005891,O003104,P0046,3,13996,fulfilled
L0005892,O003105,P0110,5,36360,fulfilled
L0005893,O003105,P0437,1,30996,fulfilled
L0005894,O003106,P0357,3,1637,fulfilled
L0005895,O003107,P0406,3,33970,fulfilled
L0005896,O003107,P0013,5,37004,fulfilled
L0005897,O003107,P0228,1,10588,fulfilled
